,id,y_true,prob_xgboost_seed_13_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,class_xgboost_seed_13_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6
0,1365,0,0.023177333,0
1,2365,0,0.10856005,0
2,425,0,0.15039039,0
3,3273,0,0.04710489,0
4,4043,0,0.011225009,0
5,2481,0,0.9158055,1
6,3268,0,0.034523357,0
7,259,0,0.0051917047,0
8,4526,0,0.002965536,0
9,4112,1,0.84706146,1
10,4152,1,0.20053303,0
11,4583,0,0.01202694,0
12,516,0,0.10996118,0
13,2676,1,0.98871,1
14,4027,0,0.08870528,0
15,4040,0,0.009215982,0
16,4349,0,0.04524531,0
17,1158,0,0.7945059,1
18,696,1,0.9743959,1
19,3450,0,0.43297195,0
20,4134,1,0.5106077,1
21,2,0,0.051263187,0
22,1240,1,0.9665265,1
23,703,0,0.19386621,0
24,1134,0,0.85505205,1
25,3421,0,0.03632119,0
26,1827,0,0.13114993,0
27,1976,1,0.5402379,1
28,2965,1,0.991706,1
29,3932,0,0.026974881,0
30,4223,0,0.18361066,0
31,2077,1,0.9095782,1
32,3077,0,0.011367774,0
33,2719,1,0.8588302,1
34,218,1,0.022138514,0
35,1159,1,0.97195274,1
36,3344,0,0.20595793,0
37,3444,1,0.9646779,1
38,673,0,0.016677579,0
39,2453,0,0.031980813,0
40,2084,1,0.86926335,1
41,894,1,0.76176363,1
42,448,0,0.011065807,0
43,3214,0,0.009697049,0
44,3098,0,0.0041043395,0
45,3862,0,0.25249532,0
46,3244,0,0.62736344,1
47,156,1,0.98306596,1
48,3246,0,0.3820257,0
49,1685,0,0.046126172,0
50,2892,1,0.6481755,1
51,2921,1,0.9782113,1
52,2650,0,0.007557356,0
53,806,0,0.009268131,0
54,3574,0,0.16896051,0
55,3388,1,0.97297716,1
56,4174,0,0.029777832,0
57,3740,1,0.5528758,1
58,2137,0,0.7268318,1
59,3253,1,0.7926502,1
60,2564,0,0.004581328,0
61,3785,0,0.027420338,0
62,1777,0,0.060564417,0
63,1173,0,0.0019569844,0
64,2327,0,0.07184789,0
65,2709,0,0.20696092,0
66,579,0,0.00834118,0
67,309,0,0.06336462,0
68,4018,1,0.04372932,0
69,393,0,0.055284645,0
70,1280,0,0.010410397,0
71,1104,0,0.09737001,0
72,4212,1,0.9818029,1
73,3572,0,0.1230056,0
74,30,0,0.064584255,0
75,2901,1,0.98750114,1
76,950,0,0.03557001,0
77,896,0,0.017569631,0
78,3438,1,0.97215277,1
79,1555,0,0.0039260667,0
80,632,1,0.9882665,1
81,1936,0,0.03125837,0
82,2827,0,0.003965557,0
83,2442,0,0.1840781,0
84,441,0,0.67794836,1
85,3533,0,0.54319745,1
86,1492,1,0.36554614,0
87,1195,0,0.20077708,0
88,3634,1,0.19750285,0
89,2536,1,0.71379685,1
90,4384,0,0.11171619,0
91,3618,0,0.3304284,0
92,4034,0,0.024319582,0
93,1205,0,0.33968958,0
94,4195,0,0.29559302,0
95,34,0,0.0024578401,0
96,4306,1,0.092679396,0
97,2062,0,0.11086229,0
98,2238,1,0.9901276,1
99,260,0,0.06951521,0
100,1633,0,0.0060841306,0
101,672,0,0.0054769884,0
102,987,0,0.0021491058,0
103,202,1,0.13885167,0
104,1340,0,0.11597546,0
105,3432,0,0.049401194,0
106,2436,0,0.037339106,0
107,4483,1,0.08865438,0
108,3171,1,0.37792945,0
109,4554,0,0.004495865,0
110,606,0,0.052259848,0
111,236,0,0.096671686,0
112,2776,0,0.18479793,0
113,104,0,0.011776439,0
114,310,0,0.12791291,0
115,25,0,0.0034659326,0
116,2448,1,0.13658132,0
117,2846,0,0.18944493,0
118,449,0,0.56096065,1
119,2247,0,0.050626997,0
120,4196,0,0.059085622,0
121,2284,0,0.231233,0
122,2551,0,0.03724042,0
123,3789,0,0.46450967,0
124,2249,1,0.88063985,1
125,2036,0,0.024651686,0
126,927,0,0.006399208,0
127,2374,0,0.4861875,0
128,3155,0,0.006640389,0
129,2281,0,0.0093067065,0
130,2463,1,0.98954016,1
131,1587,0,0.014288305,0
132,565,0,0.1640361,0
133,2008,0,0.056642894,0
134,474,1,0.9809234,1
135,2981,0,0.08659263,0
136,868,0,0.012177183,0
137,592,1,0.98299134,1
138,1807,1,0.9889444,1
139,1,0,0.82237774,1
140,549,1,0.9577201,1
141,3616,0,0.1325406,0
142,3083,0,0.00241599,0
143,1988,0,0.003093657,0
144,1498,1,0.5841086,1
145,3669,0,0.0072251568,0
146,3666,0,0.03265772,0
147,3729,1,0.9885257,1
148,4216,0,0.010233025,0
149,1586,0,0.0051353974,0
150,619,0,0.06309246,0
151,2058,0,0.11866302,0
152,2656,0,0.03452839,0
153,4172,1,0.14149837,0
154,3940,0,0.009904384,0
155,2730,1,0.9706226,1
156,2108,0,0.058580123,0
157,92,0,0.23863499,0
158,3516,0,0.03192835,0
159,2416,0,0.12742412,0
160,1183,0,0.23411985,0
161,3167,0,0.04328142,0
162,933,0,0.0043994235,0
163,815,0,0.020803504,0
164,3422,0,0.18498816,0
165,2879,1,0.88569623,1
166,4062,1,0.876975,1
167,1702,0,0.3505491,0
168,813,0,0.003225848,0
169,2074,0,0.23672275,0
170,2872,0,0.0060672252,0
171,4188,0,0.0065906486,0
172,153,0,0.28631952,0
173,3334,0,0.07217358,0
174,3234,0,0.05535595,0
175,1558,0,0.108866684,0
176,3503,0,0.04144972,0
177,219,0,0.016772557,0
178,1119,0,0.0019451957,0
179,1855,0,0.018837325,0
180,1428,0,0.0015036223,0
181,3507,0,0.043449484,0
182,4149,0,0.11791659,0
183,1683,0,0.0060536764,0
184,3750,0,0.013300507,0
185,4310,0,0.00797503,0
186,2332,0,0.015400175,0
187,2512,0,0.027548404,0
188,2520,0,0.06564086,0
189,2182,0,0.19530465,0
190,2618,0,0.034485232,0
191,534,1,0.9542698,1
192,4411,1,0.38459536,0
193,2213,0,0.10006024,0
194,4550,0,0.77284634,1
195,2324,0,0.004089691,0
196,1730,0,0.025844006,0
197,605,0,0.115571834,0
198,1107,0,0.077152506,0
199,747,0,0.0036551442,0
200,1563,1,0.9804252,1
201,1508,0,0.0039172973,0
202,1578,0,0.44424486,0
203,4292,0,0.016144866,0
204,2554,1,0.9746655,1
205,2687,0,0.04462775,0
206,3758,0,0.0127983,0
207,431,0,0.013527917,0
208,1509,0,0.54077804,1
209,2660,0,0.08114617,0
210,1543,0,0.044462617,0
211,1664,0,0.46409413,0
212,626,0,0.029673634,0
213,1920,1,0.96697646,1
214,3137,0,0.08169432,0
215,1544,1,0.936204,1
216,1593,0,0.014237315,0
217,1768,0,0.07247986,0
218,4141,0,0.14618942,0
219,2447,0,0.1688873,0
220,3658,0,0.22948642,0
221,2531,0,0.49734342,0
222,607,0,0.0020380411,0
223,3264,0,0.02694769,0
224,3267,0,0.011729257,0
225,1151,0,0.012189883,0
226,3449,0,0.07724628,0
227,1416,0,0.021795806,0
228,4380,0,0.019151637,0
229,3822,0,0.0047085867,0
230,4367,0,0.009832311,0
231,497,0,0.08439618,0
232,3294,0,0.083408326,0
233,3916,0,0.5538522,1
234,1957,0,0.01651224,0
235,1143,0,0.0021454573,0
236,3324,0,0.0025055776,0
237,3712,0,0.08179423,0
238,17,0,0.08488793,0
239,3016,1,0.9664285,1
240,4090,1,0.20437275,0
241,3247,0,0.013782933,0
242,3182,0,0.0021612707,0
243,1226,0,0.001266515,0
244,1061,0,0.004035229,0
245,3497,1,0.9017924,1
246,3474,0,0.006752571,0
247,923,0,0.20102808,0
248,3961,0,0.028702272,0
249,289,0,0.54352206,1
250,4298,0,0.87995183,1
251,2258,0,0.009338904,0
252,1798,0,0.074153125,0
253,3035,0,0.2786173,0
254,4468,0,0.07320208,0
255,2535,0,0.0099225575,0
256,4431,0,0.070310086,0
257,1025,0,0.0031699787,0
258,4276,0,0.5282478,1
259,1308,1,0.9871783,1
260,4529,1,0.17045319,0
261,3663,0,0.49505243,0
262,4064,0,0.014906644,0
263,4128,0,0.30222678,0
264,2165,0,0.0063323057,0
265,1576,1,0.85217154,1
266,2944,0,0.035574563,0
267,3748,1,0.013782687,0
268,1611,0,0.34999403,0
269,1033,0,0.08099712,0
270,251,0,0.007607414,0
271,848,0,0.34519857,0
272,3726,0,0.7731588,1
273,107,0,0.04584949,0
274,1108,0,0.0067672986,0
275,1854,0,0.036048133,0
276,2073,0,0.059148215,0
277,263,0,0.8359159,1
278,3952,0,0.0494818,0
279,3419,1,0.031698655,0
280,2070,0,0.30886275,0
281,334,1,0.8660824,1
282,452,1,0.9894748,1
283,1501,0,0.025048677,0
284,2988,0,0.0049575153,0
285,2941,1,0.97975487,1
286,91,1,0.8465856,1
287,276,0,0.062063,0
288,867,0,0.97636455,1
289,2755,0,0.013671192,0
290,1825,0,0.020379178,0
291,1931,0,0.5423344,1
292,660,0,0.040440988,0
293,2887,0,0.012528386,0
294,3808,1,0.11315568,0
295,3610,0,0.014394752,0
296,491,0,0.019098641,0
297,273,0,0.0065334435,0
298,4148,0,0.040758368,0
299,3890,0,0.10214775,0
300,2128,1,0.98980016,1
301,2251,0,0.091566,0
302,2127,0,0.05297059,0
303,2381,0,0.004729714,0
304,1003,1,0.9277009,1
305,2964,0,0.15265244,0
306,4160,0,0.72198766,1
307,4462,0,0.027319957,0
308,4248,1,0.9632802,1
309,2383,0,0.108851165,0
310,3910,0,0.07219066,0
311,3319,0,0.66295433,1
312,1866,1,0.9589847,1
313,710,0,0.15038905,0
314,3821,1,0.98432803,1
315,2005,0,0.06170137,0
316,271,0,0.044312168,0
317,3648,0,0.15877374,0
318,3514,1,0.9651617,1
319,2693,0,0.054081786,0
320,3874,0,0.03502526,0
321,2031,0,0.9565204,1
322,2207,0,0.01643916,0
323,2186,0,0.53327364,1
324,3183,1,0.12384988,0
325,2056,0,0.103775315,0
326,2023,0,0.009341582,0
327,3203,1,0.95250535,1
328,4044,0,0.042430703,0
329,2563,0,0.006617276,0
330,1595,1,0.9849652,1
331,228,0,0.053010646,0
332,2241,1,0.97620344,1
333,1958,0,0.023490014,0
334,3031,0,0.0035194226,0
335,3213,0,0.6949924,1
336,3715,1,0.73519105,1
337,137,1,0.8825125,1
338,462,0,0.020855462,0
339,4585,1,0.957568,1
340,4183,0,0.15234058,0
341,1584,1,0.96869487,1
342,327,0,0.14833494,0
343,2440,0,0.01980052,0
344,2734,0,0.07518172,0
345,397,0,0.027555961,0
346,1081,0,0.102458656,0
347,3396,0,0.006782247,0
348,1299,1,0.8213021,1
349,2433,0,0.4389994,0
350,3100,0,0.019374222,0
351,1438,0,0.026660591,0
352,3385,0,0.032958306,0
353,3321,0,0.6702368,1
354,3718,1,0.34543908,0
355,1692,0,0.0109754875,0
356,3844,0,0.014523876,0
357,3272,0,0.022304075,0
358,3830,0,0.013072402,0
359,4138,1,0.967951,1
360,2479,0,0.2804485,0
361,920,0,0.027260553,0
362,1391,0,0.011461674,0
363,547,0,0.010871723,0
364,2244,0,0.037633598,0
365,3917,1,0.98018026,1
366,2606,1,0.6427601,1
367,3881,0,0.022351231,0
368,2274,0,0.018846413,0
369,1684,0,0.17641148,0
370,2931,0,0.035794623,0
371,3537,0,0.006996881,0
372,3420,0,0.0047170506,0
373,1569,0,0.062004253,0
374,2156,1,0.25457904,0
375,286,1,0.9357609,1
376,2543,1,0.9882946,1
377,2271,0,0.008900933,0
378,4356,0,0.52365595,1
379,324,1,0.89055514,1
380,1347,1,0.9848225,1
381,1600,0,0.021952702,0
382,3305,0,0.029805053,0
383,2782,1,0.053003024,0
384,2477,0,0.0034666045,0
385,4503,1,0.41207755,0
386,420,0,0.003766056,0
387,4067,0,0.012130982,0
388,4538,0,0.18783781,0
389,2038,0,0.04078164,0
390,400,0,0.008724109,0
391,3386,0,0.22971049,0
392,3827,0,0.017606163,0
393,211,0,0.0066838665,0
394,4210,0,0.045270506,0
395,224,1,0.35994658,0
396,4243,0,0.2793154,0
397,1243,0,0.011992838,0
398,3198,0,0.0029450732,0
399,3826,1,0.017723138,0
400,4499,0,0.016208725,0
401,599,0,0.0073240646,0
402,1024,1,0.9935135,1
403,4427,1,0.023451062,0
404,2044,0,0.027378704,0
405,1457,0,0.035233375,0
406,96,0,0.02793257,0
407,3823,1,0.15089074,0
408,3866,0,0.888872,1
409,295,0,0.2083872,0
410,4106,0,0.32356724,0
411,3097,0,0.0016384084,0
412,4345,0,0.006799699,0
413,1892,1,0.9823497,1
414,2638,0,0.009562163,0
415,253,1,0.7883595,1
416,109,0,0.014573707,0
417,775,0,0.030593006,0
418,4382,0,0.20696141,0
419,912,0,0.0031890192,0
420,4046,0,0.017299317,0
421,2777,0,0.035857905,0
422,2822,0,0.0088431155,0
423,4545,0,0.00958333,0
424,1510,0,0.00819071,0
425,2460,1,0.9303841,1
426,837,0,0.12840466,0
427,2092,1,0.977827,1
428,1497,1,0.8398241,1
429,3681,0,0.008438758,0
430,1385,0,0.081932716,0
431,742,1,0.99133813,1
432,3123,1,0.17942905,0
433,3703,1,0.9840072,1
434,2593,1,0.9827572,1
435,2899,0,0.01630462,0
436,2344,0,0.027898131,0
437,362,1,0.78346205,1
438,4236,0,0.42211896,0
439,2954,1,0.6925986,1
440,1965,0,0.12376931,0
441,2157,0,0.03144152,0
442,3897,0,0.062261112,0
443,4383,0,0.009092153,0
444,1627,0,0.72936535,1
445,1403,0,0.01397129,0
446,1224,1,0.9854974,1
447,4289,1,0.44198442,0
448,1808,0,0.11069484,0
449,1583,0,0.12668961,0
450,1257,0,0.30366915,0
451,3286,0,0.051826555,0
452,3756,0,0.026670413,0
453,3981,1,0.8880509,1
454,3407,1,0.6440156,1
455,384,0,0.040104665,0
456,98,0,0.024594963,0
457,4494,0,0.12512025,0
458,1268,0,0.22903985,0
459,4475,0,0.05413942,0
460,1437,0,0.3070873,0
461,4472,0,0.044093475,0
462,378,0,0.971094,1
463,2851,1,0.9956392,1
464,2210,0,0.3610127,0
465,3649,0,0.33964568,0
466,2938,0,0.0036713805,0
467,4035,0,0.10007171,0
468,4419,0,0.007985829,0
469,3174,0,0.0024280283,0
470,1359,1,0.9590897,1
471,3343,0,0.017983103,0
472,3479,0,0.0015597949,0
473,3251,0,0.31381643,0
474,2815,0,0.7623515,1
475,3919,0,0.21738651,0
476,244,0,0.027334582,0
477,4209,1,0.9562096,1
478,586,0,0.044779047,0
479,1001,1,0.62517416,1
480,3084,0,0.02923283,0
481,1749,0,0.02887511,0
482,4441,0,0.020032013,0
483,2072,1,0.98625386,1
484,1535,1,0.77255815,1
485,2354,0,0.28514576,0
486,1133,0,0.012610038,0
487,2055,1,0.98537725,1
488,46,0,0.027422145,0
489,3141,1,0.88037145,1
490,4029,0,0.0055422797,0
491,2277,0,0.012805821,0
492,180,0,0.015323059,0
493,3487,0,0.011916538,0
494,4414,0,0.010155426,0
495,1975,0,0.0060287714,0
496,3982,0,0.018326927,0
497,4335,0,0.97146106,1
498,2133,0,0.05766251,0
499,196,1,0.9687052,1
500,878,1,0.92975783,1
501,278,1,0.6985003,1
502,2016,0,0.00475344,0
503,2529,0,0.006805623,0
504,154,1,0.85389423,1
505,4401,0,0.0063496986,0
506,2469,1,0.97535044,1
507,1819,0,0.014541393,0
508,3347,1,0.91869617,1
509,3832,0,0.013370878,0
510,2812,1,0.98613715,1
511,1566,1,0.9690606,1
512,245,0,0.023092099,0
513,872,1,0.9463297,1
514,4193,0,0.04143005,0
515,1491,0,0.91204435,1
516,2095,1,0.3816722,0
517,4461,1,0.97203404,1
518,3749,0,0.006864662,0
519,126,0,0.008956136,0
520,3145,1,0.85060906,1
521,1762,1,0.99171984,1
522,2994,1,0.52299875,1
523,2680,1,0.9770183,1
524,1894,0,0.0013365281,0
525,2113,0,0.050117232,0
526,490,0,0.14875075,0
527,3949,0,0.9442477,1
528,2756,0,0.012697703,0
529,502,0,0.2943764,0
530,3693,0,0.0053479387,0
531,2640,0,0.054264273,0
532,3062,0,0.008026944,0
533,2125,0,0.16091575,0
534,388,0,0.28081027,0
535,139,0,0.01060948,0
536,73,0,0.019584501,0
537,862,1,0.96717894,1
538,3382,1,0.19915417,0
539,938,0,0.20955986,0
540,1043,0,0.0056185657,0
541,3184,1,0.9782866,1
542,1552,0,0.521824,1
543,571,0,0.26213598,0
544,2989,1,0.5373284,1
545,343,0,0.2595783,0
546,3327,0,0.9530378,1
547,4001,0,0.02079365,0
