,id,y_true,prob_lr_seed_7_skf_0_paras_22_C_100_weight_None_solver_lbfgs,class_lr_seed_7_skf_0_paras_22_C_100_weight_None_solver_lbfgs
0,658,0,0.0019735523429512975,0
1,57,0,0.002208315531298018,0
2,511,0,0.13547436905294305,0
3,679,1,0.10456876403293565,0
4,995,0,0.009573093777453055,0
5,652,0,0.006372097641139865,0
6,1630,0,0.6423676688208593,1
7,31,0,0.120627540855967,0
8,531,0,0.2859532649668516,0
9,2872,1,0.09242128972790575,0
10,1669,0,0.06681367297409374,0
11,1723,0,0.000998333433528351,0
12,135,0,0.04216049365056083,0
13,27,0,0.005400677859972072,0
14,2110,0,0.00019477798455480537,0
15,2687,0,0.28052740140371357,0
16,2945,0,0.0002913547441296838,0
17,2004,0,0.009310668286491745,0
18,3001,1,0.7588050413111145,1
19,761,0,2.872667764542453e-10,0
20,2392,0,0.001758710749184353,0
21,537,0,7.278433536387591e-05,0
22,257,0,9.553167685044434e-06,0
23,1625,0,0.0005485105433781766,0
24,1811,0,0.1139508216904907,0
25,2919,0,1.7185373330180219e-09,0
26,1982,1,0.7429159874308326,1
27,1925,0,0.05168465661896862,0
28,4,0,0.005976253840536183,0
29,1391,1,0.16058001650517187,0
30,2655,0,0.031139402264182502,0
31,2201,0,4.919126619914126e-06,0
32,1016,0,6.008139336984254e-08,0
33,2285,0,7.197803807261571e-07,0
34,1808,0,0.0033357631098130105,0
35,2196,0,0.14998279953810895,0
36,1588,0,0.004197617968608187,0
37,984,0,0.06941994313116824,0
38,1168,0,3.730773618374192e-09,0
39,145,0,0.0003169938010540915,0
40,2131,0,0.07200675478289371,0
41,774,0,0.04652562183905172,0
42,197,0,0.0005368412687964903,0
43,297,0,0.021021612922054334,0
44,2854,0,0.0002823212572083975,0
45,1575,0,0.0003331724890182615,0
46,3022,0,0.0001539110333432342,0
47,647,0,0.018764238007683183,0
48,2322,0,0.7297053051601485,1
49,2267,0,0.010857285412764275,0
50,859,0,0.14131289161796573,0
51,970,0,2.6351572988508412e-05,0
52,2745,0,0.19772642682087418,0
53,2303,0,0.00012189745236153239,0
54,707,1,0.8812527480498145,1
55,662,0,0.04382145096439285,0
56,2479,0,0.021117270933842604,0
57,435,0,0.00014742823212698868,0
58,1704,0,0.00016442182412330922,0
59,554,0,0.04875092015380965,0
60,2827,0,0.3983527252923669,0
61,463,0,0.00037321202021552174,0
62,2195,0,0.321792680971546,0
63,791,0,0.019206861876608517,0
64,1549,0,0.003890696683624178,0
65,1495,0,0.0004030072173817624,0
66,467,0,0.011497744631204086,0
67,639,0,0.01696227294372578,0
68,1417,1,0.855177316856717,1
69,1768,0,4.63644597209485e-06,0
70,1641,0,0.029025437381507646,0
71,746,0,0.3880651768830253,0
72,1025,0,0.00424841659018666,0
73,2112,0,0.004172469709107708,0
74,1684,0,0.006752765351839992,0
75,1613,0,0.024166359575853866,0
76,1265,1,0.026205921063824286,0
77,1385,0,0.0012855950429852409,0
78,2871,0,0.00031377539589469335,0
79,673,1,0.33292442863401894,0
80,2599,0,0.013285635638250927,0
81,904,1,0.8310972416547757,1
82,2310,0,0.003510399273951078,0
83,1862,0,0.02536817879106993,0
84,1054,0,0.0005724753776998695,0
85,2328,0,0.1025067129868953,0
86,1478,0,1.9749031874589282e-05,0
87,2372,0,0.1390316563354893,0
88,1520,0,0.006270083282370485,0
89,2147,1,0.980962811963681,1
90,1863,0,0.003386094558319232,0
91,1587,0,0.02553409075502918,0
92,1702,0,0.0011463065235325137,0
93,1877,0,0.02450628978872234,0
94,2962,0,0.000410651554229498,0
95,1611,0,0.07859202123212405,0
96,990,0,0.011846420413701675,0
97,597,0,0.0024026596864331036,0
98,2629,0,0.06360171206403756,0
99,417,0,0.00016644552030733274,0
100,1126,0,0.0012022154436194415,0
101,2988,0,1.1898593994041276e-05,0
102,1113,0,0.007304834039194626,0
103,289,0,0.004534393476377418,0
104,1035,0,0.003560922564833913,0
105,605,0,0.0005638978404493421,0
106,43,0,0.0002617942055505591,0
107,2724,0,0.02884960982834568,0
108,1980,0,0.00022085077455676218,0
109,63,0,3.8829280145316386e-05,0
110,1218,0,0.01467625435662249,0
111,2170,1,0.7940266214948708,1
112,525,0,0.0015273488563279896,0
113,1034,0,0.007147865554045499,0
114,1553,0,0.0563272583704216,0
115,1272,0,8.386443568386844e-06,0
116,48,0,0.11292395077915338,0
117,2878,0,1.7889841566410798e-05,0
118,2119,0,0.012832274548317566,0
119,2347,1,0.13793606783602527,0
120,2240,0,2.1463928702258004e-05,0
121,1237,0,0.11515600339983896,0
122,2255,0,0.03944449125450279,0
123,982,0,0.0016059175790868775,0
124,243,0,2.309116037092376e-05,0
125,2522,0,0.004194541358138348,0
126,1841,0,0.0887754023132327,0
127,2668,0,0.07704105181509352,0
128,823,0,0.064763461622479,0
129,1756,0,0.0003146084791181334,0
130,1779,0,0.0005985093294323514,0
131,568,0,0.9868554581896942,1
132,378,0,0.004409767344696554,0
133,834,0,0.000791514126508535,0
134,60,0,0.005627381344753613,0
135,3002,1,0.9763262993289277,1
136,1502,0,0.0001549762357052884,0
137,1042,0,0.21661626523736302,0
138,173,1,0.020889939533430928,0
139,2125,0,0.0028697179047923412,0
140,958,0,0.02658553850087651,0
141,1590,1,0.6465050516513764,1
142,1597,0,0.001050388035532089,0
143,739,0,0.006142292649039643,0
144,2593,0,0.005324102861846695,0
145,261,0,0.006100585946608729,0
146,2351,0,0.004725862440924573,0
147,879,0,0.1000691886498288,0
148,1181,0,0.0003040339337073305,0
149,2584,0,0.0002154089197504682,0
150,1312,0,0.03186724032394658,0
151,2065,0,0.0021872693036466342,0
152,288,0,0.00015565623411514134,0
153,2602,0,0.027691982661651224,0
154,1144,0,0.07375805081656425,0
155,577,0,0.01602261415665729,0
156,2600,0,0.0017991171563021611,0
157,2424,0,1.1578447136284734e-08,0
158,2146,0,0.04693687642827474,0
159,491,0,0.04851713965250353,0
160,877,0,0.20593075709150338,0
161,1995,0,0.2736443083835296,0
162,2521,0,4.161528897527077e-07,0
163,1824,0,0.02877745607524347,0
164,323,0,8.035640147689469e-05,0
165,250,0,0.005729311156867584,0
166,1145,0,3.306959913112275e-05,0
167,439,0,0.0008042234471900234,0
168,2456,0,0.0002810012875082524,0
169,328,0,0.002567628944405761,0
170,1120,0,0.18386559576498004,0
171,1734,0,0.0013145455243190887,0
172,1910,0,0.001792681569992558,0
173,2929,0,0.00012225571843606632,0
174,920,0,0.627332704662568,1
175,2103,0,0.3059506365169114,0
176,1561,1,0.9172872925903472,1
177,918,0,0.010040121550643254,0
178,666,0,0.056823022005910044,0
179,1681,0,3.444549403324433e-06,0
180,2517,0,0.0028751274144790387,0
181,251,0,3.564059862043123e-06,0
182,1462,0,0.09662821316290547,0
183,128,0,0.006159105709319114,0
184,2609,0,0.04388533905520167,0
185,892,1,0.9706922648823929,1
186,526,0,2.0234197965803824e-05,0
187,945,0,0.0013112340643041376,0
188,2761,0,3.138754243992493e-05,0
189,2951,0,0.002158321356172167,0
190,2108,0,0.0018190216107034922,0
191,2731,0,0.010814784371852399,0
192,971,1,0.008302818710726424,0
193,401,0,0.5667213662390986,1
194,182,1,0.9903630722780046,1
195,1132,0,0.0006406724168921469,0
196,425,0,0.054589307014360045,0
197,1452,0,0.21114838228142707,0
198,1964,0,0.5615526058979554,1
199,1388,0,0.04875092015380965,0
200,2021,1,0.8460357982173023,1
201,400,0,0.271475155546308,0
202,19,0,0.012574649401720608,0
203,656,0,0.035563326034819334,0
204,1716,0,0.005526463604324523,0
205,230,0,0.0007347277559809251,0
206,1383,0,0.00012673842215818847,0
207,286,0,0.0013673452897517032,0
208,1868,0,0.031703950604955136,0
209,2364,0,9.697883128919651e-11,0
210,2686,0,0.02930040547037031,0
211,2380,0,0.005790891914689088,0
212,159,0,0.026891961192269654,0
213,1128,0,0.19342160276504844,0
214,1675,0,0.0005109576992221832,0
215,1592,0,0.00018079497979657622,0
216,1389,0,0.002338539076261828,0
217,1570,0,0.0077826862945437345,0
218,2005,0,0.0009585708374048569,0
219,2893,0,0.015494682343455123,0
220,2782,0,0.012050592971017836,0
221,1444,0,0.003647635090899716,0
222,936,0,0.03760268356933997,0
223,2508,0,0.00028215481851275704,0
224,2153,1,0.2146275610783636,0
225,756,0,2.0081011399817643e-05,0
226,798,0,0.04110738073292206,0
227,2485,1,0.0057495026575288865,0
228,781,0,0.00040716443140331087,0
229,2543,0,8.990848267403784e-05,0
230,1642,0,0.013544984356713865,0
231,21,0,0.5429299757088979,1
232,1260,1,0.9884728863430411,1
233,1275,0,6.1969783485947865e-06,0
234,661,0,0.0033204982568301924,0
235,239,0,1.293110999375169e-05,0
236,2226,0,0.029105137693973996,0
237,301,0,0.007813873433912839,0
238,2533,0,1.533420524826367e-05,0
239,614,0,0.0048642265568303415,0
240,1585,0,0.18535844063177945,0
241,2714,1,0.45530729289839394,0
242,2755,0,0.04638753360340752,0
243,212,0,0.5070737568481075,1
244,704,0,0.016200490423927547,0
245,3012,0,0.021733047294621655,0
246,792,0,0.0038354982035856107,0
247,2409,0,0.00011611111847446254,0
248,1955,0,2.1027668153309485e-05,0
249,104,1,0.8726716477211994,1
250,724,0,3.5026747257802054e-07,0
251,299,0,0.00017699349476741328,0
252,1698,1,0.09661429700546725,0
253,2076,0,0.00030204598787221965,0
254,1017,0,0.000507671060799151,0
255,994,1,0.03024866148152644,0
256,2194,1,0.9751522277768482,1
257,887,1,0.9706653944058737,1
258,2188,0,0.019344462172269816,0
259,795,0,0.022672406831138876,0
260,640,0,2.1104396368418776e-05,0
261,564,0,0.0011544283553281737,0
262,144,0,0.003781266911993297,0
263,2460,0,8.17626252513273e-06,0
264,2613,0,0.00030922471564539454,0
265,2989,0,1.520725519047375e-05,0
266,1758,0,3.187121034702621e-05,0
267,897,0,0.002207054521178479,0
268,1820,0,0.03414104757626453,0
269,306,0,0.13567391850299618,0
270,2553,0,0.9344947966660109,1
271,735,0,0.00016655610217399365,0
272,839,0,0.0005474769036493793,0
273,2331,0,0.0015643263159702122,0
274,2000,0,0.0015975477982944617,0
275,2907,1,0.03098430873667605,0
276,2030,1,0.2991166733687511,0
277,62,0,0.0012270884157783732,0
278,2626,0,0.9882438618860269,1
279,2132,0,0.03401897589526067,0
280,1437,0,0.01509511822898288,0
281,2804,0,0.003974034075642163,0
282,1705,0,0.012457277848707683,0
283,752,0,0.04611359945536899,0
284,133,0,0.18105554091103954,0
285,1537,0,2.4335572241541482e-05,0
286,1609,0,0.1523272044421879,0
287,768,0,0.0007697417114374285,0
288,1855,0,0.0004773187179538608,0
289,2478,1,0.6101626838424673,1
290,2395,0,2.159789751632739e-05,0
291,1500,0,0.0032254624075613867,0
292,393,0,3.3141532315255e-05,0
293,573,0,0.11936294688708386,0
294,2628,0,0.04741712279292726,0
295,1624,0,0.014244498160848183,0
296,1905,0,0.00014713603591120472,0
297,1950,0,0.0035932333255990906,0
298,1501,0,0.010510559073597936,0
299,743,0,0.06006162012076373,0
300,1492,0,0.000569451853787961,0
301,2053,0,0.0067158504829509975,0
302,864,0,0.008409743768229236,0
303,1305,0,0.00186053732240888,0
304,2161,0,0.1738754386855704,0
305,72,0,0.000105944779994599,0
306,2501,0,0.0008502350395202819,0
307,1433,0,0.005677159013053681,0
308,329,0,0.0010907628662465106,0
309,2149,0,0.00038650823430453864,0
310,1628,0,0.01035819747793016,0
311,1996,0,0.006621916988672704,0
312,2603,0,0.022318646051158127,0
313,927,0,0.0008610861455551374,0
314,708,0,0.0016075262616410547,0
315,1309,1,0.8058408944574713,1
316,469,0,0.4010178553021466,0
317,1202,0,0.0004140190127235793,0
318,636,0,1.0539162274476688e-09,0
319,373,0,5.6793096555090356e-05,0
320,2320,0,0.030258907299486784,0
321,1107,0,0.0007970350975633249,0
322,1619,0,0.04992914774074591,0
323,1112,0,0.0620461422880633,0
324,2078,0,8.635644020447056e-07,0
325,459,0,6.674974467263288e-06,0
326,501,1,0.7870153909745983,1
327,29,0,0.02916205798427849,0
328,2627,1,0.8018201795173624,1
329,379,0,2.1027668153309485e-05,0
330,2416,0,6.906237589199167e-05,0
