,id,y_true,prob_lr_seed_10_skf_1_paras_22_C_100_weight_None_solver_lbfgs,class_lr_seed_10_skf_1_paras_22_C_100_weight_None_solver_lbfgs
0,57,0,6.435669609826677e-05,0
1,2248,0,8.305236399173975e-05,0
2,511,0,0.011645892556712617,0
3,853,0,0.05616365830016535,0
4,31,0,0.024222519329686134,0
5,2872,1,0.006749493915231759,0
6,2296,0,3.3989029128625855e-06,0
7,1669,0,0.0052026534381691475,0
8,1674,0,0.0003560628989702231,0
9,524,0,0.0010430632910205216,0
10,1904,0,0.0017973554178425763,0
11,1353,0,0.003275680755914584,0
12,259,0,0.09759890792251608,0
13,2392,0,0.9732786339620207,1
14,1726,0,0.24046942640857305,0
15,2425,0,3.5881665667331467e-07,0
16,1198,0,0.00803213061818601,0
17,732,0,0.0015560263229294812,0
18,976,0,0.04892151300980118,0
19,2505,0,0.0396104438081907,0
20,1963,0,0.0018744168458959193,0
21,2787,0,0.0008509492577534731,0
22,1599,0,2.8687170432969615e-08,0
23,882,0,5.741628197777751e-05,0
24,2567,0,5.0469300958298526e-05,0
25,1720,0,7.668604435740759e-09,0
26,2940,0,0.00021699400408349497,0
27,1268,0,6.92390209738102e-08,0
28,2358,0,1.57631139391397e-05,0
29,1808,0,0.0021503911671991926,0
30,889,0,0.00014377668934907034,0
31,2730,0,0.004147916098518446,0
32,127,0,0.006859048771853937,0
33,297,0,0.0003057679226409627,0
34,1575,0,0.0013344862610526352,0
35,2969,1,3.465733049227161e-05,0
36,647,0,0.09741527845385026,0
37,2394,0,0.0008893242416927085,0
38,2570,0,0.0002329879852460365,0
39,1823,1,0.6178270349638632,1
40,90,1,0.2231288726052612,0
41,468,0,0.005153790099630257,0
42,2513,0,2.558140392897783e-06,0
43,718,0,0.012598239336824878,0
44,707,1,0.7752965604501603,1
45,407,0,0.05036861897341326,0
46,1083,0,0.00010963071602460264,0
47,1077,0,0.3197027170169612,0
48,2026,0,0.8631502920185292,1
49,660,0,0.0006435558868799042,0
50,843,0,0.010327124625578152,0
51,955,0,0.027519764851457754,0
52,388,0,0.0019195938185549346,0
53,463,0,2.2932916374968955e-05,0
54,2403,0,0.04704095587480072,0
55,1549,0,0.00037455670221358595,0
56,2963,0,0.0017995792875565501,0
57,1213,0,0.00019974484039793862,0
58,1660,0,0.018359610989193958,0
59,1417,1,0.9494139731015322,1
60,2585,0,0.004773127435264132,0
61,1733,0,6.02921764071649e-11,0
62,2997,0,0.0016731615546549002,0
63,1641,0,0.0020311631103747223,0
64,3016,0,7.125583192635782e-06,0
65,1436,0,0.05272361851255191,0
66,2904,1,0.03941094683747283,0
67,1919,0,1.0002891655741052e-07,0
68,2696,0,2.359125277511064e-09,0
69,2871,0,0.0009057524202356155,0
70,673,1,0.573518377309079,1
71,2622,0,0.0003499997573651096,0
72,2599,0,0.009141957917317376,0
