,id,y_true,prob_xgboost_seed_6_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,class_xgboost_seed_6_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6
0,2839,1,0.98701686,1
1,680,0,0.013667978,0
2,4208,0,0.034654323,0
3,2716,0,0.015214219,0
4,3996,0,0.7591241,1
5,457,0,0.72343177,1
6,2978,0,0.010095527,0
7,2989,0,0.017978203,0
8,3714,0,0.0056234323,0
9,846,1,0.98253006,1
10,872,0,0.28366974,0
11,1530,0,0.0051265005,0
12,2164,1,0.99138707,1
13,859,0,0.015614444,0
14,3014,0,0.0068594106,0
15,1235,0,0.067898884,0
16,3102,1,0.1970902,0
17,1763,0,0.0018634055,0
18,2632,1,0.99352044,1
19,59,0,0.21341518,0
20,4972,0,0.002628472,0
21,3203,1,0.63016474,1
22,3857,1,0.9896835,1
23,547,0,0.002195743,0
24,3529,0,0.77921474,1
25,3222,0,0.18124399,0
26,1335,0,0.61350405,1
27,1228,0,0.033077396,0
28,4677,1,0.7874007,1
29,4120,0,0.039855048,0
30,4353,0,0.030194733,0
31,2080,1,0.99544203,1
32,1323,0,0.010218015,0
33,4263,0,0.32539806,0
34,3232,0,0.015297294,0
35,1897,1,0.9845674,1
36,1561,0,0.02855495,0
37,4174,1,0.51703614,1
38,4453,1,0.0023449578,0
39,2886,0,0.017229272,0
40,24,0,0.009178062,0
41,2608,0,0.035648737,0
42,3751,1,0.9974033,1
43,2138,0,0.84351635,1
44,2904,0,0.011301423,0
45,2656,0,0.40365553,0
46,1091,1,0.98026395,1
47,4858,0,0.0154261375,0
48,4083,0,0.03346413,0
49,2943,0,0.005236049,0
50,4471,0,0.03387562,0
51,1880,0,0.0049378704,0
52,3712,0,0.06189124,0
53,3071,0,0.10711866,0
54,1559,1,0.9354572,1
55,967,1,0.7811966,1
56,507,1,0.97408086,1
57,252,0,0.06038293,0
58,762,0,0.019185064,0
59,799,0,0.04616106,0
60,325,0,0.60382897,1
61,4236,0,0.028704485,0
62,1282,0,0.9176085,1
63,4452,0,0.0049652406,0
64,803,0,0.0052926564,0
65,2303,0,0.15951018,0
66,4216,0,0.30580437,0
67,1070,1,0.9493822,1
68,4183,0,0.21955964,0
69,167,0,0.026764406,0
70,2635,0,0.008831898,0
71,2661,0,0.04813442,0
72,2468,0,0.016114332,0
73,51,0,0.0097476505,0
74,4321,0,0.0061707785,0
75,4343,1,0.0072460603,0
76,3683,1,0.9912498,1
77,2446,0,0.008481923,0
78,662,0,0.04942824,0
79,2279,0,0.9737005,1
80,841,0,0.051074777,0
81,811,1,0.95962656,1
82,2502,0,0.0054439176,0
83,2218,1,0.9828167,1
84,2396,0,0.007830538,0
85,3323,0,0.01078504,0
86,3695,1,0.17251982,0
87,4144,1,0.03719493,0
88,4928,1,0.61535877,1
89,3157,0,0.008361142,0
90,4086,0,0.013059435,0
91,3709,0,0.0023177622,0
92,2642,0,0.007966206,0
93,1839,0,0.017511878,0
94,834,0,0.03073117,0
95,1390,1,0.8645105,1
96,2153,0,0.0034699584,0
97,4245,0,0.18277752,0
98,1597,0,0.0015669992,0
99,2453,0,0.012456709,0
100,214,0,0.0022024582,0
101,4651,0,0.003656551,0
102,3869,0,0.07294993,0
103,4671,0,0.0035898332,0
104,986,0,0.011794376,0
105,988,0,0.13313383,0
106,1692,0,0.3446394,0
107,2368,0,0.008731419,0
108,3045,0,0.017324455,0
109,3421,1,0.9813307,1
110,1180,0,0.0708132,0
111,3123,0,0.002170969,0
