,id,y_true,prob_svm_seed_16_skf_2_paras_19_kernel_rbf_C_1_gamma_1,class_svm_seed_16_skf_2_paras_19_kernel_rbf_C_1_gamma_1
0,782,0,0.11632547429635377,0
1,730,1,0.12416668861635578,0
2,804,0,0.06157372264470804,0
3,726,0,0.11699621192732568,0
4,605,1,0.1470009113306264,0
5,429,1,0.5147076757266675,1
6,725,0,0.06336345964086884,0
7,775,0,0.08455081128251543,0
8,325,0,0.09936442363904915,0
9,864,0,0.11699621192735685,0
10,81,0,0.07562571008010732,0
11,348,1,0.4840973320931057,0
12,228,0,0.10890325878244596,0
13,748,0,0.04073608974796317,0
14,509,0,0.06089723666896238,0
15,611,1,0.08803995161588637,0
16,859,0,0.11481669704987969,0
17,707,0,0.1210620383521232,0
18,403,0,0.07410335608245106,0
19,454,0,0.11688845485841119,0
20,170,0,0.6110910409509008,1
21,414,0,0.09447174233485534,0
22,249,0,0.04421998719537067,0
23,72,0,0.14242486959006348,0
24,318,1,0.11699622588950748,0
25,406,0,0.1170814106931686,0
26,699,0,0.11557406389914815,0
27,331,0,0.09350076254007054,0
28,172,0,0.11127246769274485,0
29,107,0,0.07723495760633765,0
30,614,0,0.11305696485467928,0
31,793,0,0.11692382452677472,0
32,371,0,0.040739067960558754,0
33,827,0,0.11658211867969175,0
34,843,0,0.05473005417479877,0
35,233,0,0.11488649924749905,0
36,380,1,0.9886455900469666,1
37,317,0,0.2848404460934343,0
38,55,0,0.0586097295388215,0
39,11,0,0.11349031581826803,0
40,465,0,0.08296121128439884,0
41,67,0,0.11698768053370183,0
42,655,1,0.25115584626321374,0
43,89,0,0.11593761704870752,0
44,36,0,0.10592416948977175,0
45,482,0,0.06928504860655799,0
46,493,0,0.10910974434946825,0
47,452,0,0.11783242452142259,0
48,402,0,0.054415751794681104,0
49,546,0,0.11433568844808517,0
50,475,1,0.6101460063836989,1
51,575,0,0.11934069502849327,0
52,151,1,0.2600129930295788,0
53,35,0,0.1166932363232166,0
54,166,0,0.11275082128725736,0
55,564,1,0.15211755308275796,0
56,13,0,0.09167331611813753,0
57,9,0,0.05145455558453362,0
58,731,0,0.11393850654692876,0
59,49,0,0.11649298700274478,0
60,598,0,0.08434745095575454,0
61,45,0,0.06747490568355081,0
62,393,0,0.11553099095861727,0
63,479,0,0.10463858771339168,0
64,59,0,0.13489197729744531,0
65,691,0,0.11520879849645206,0
66,65,0,0.08476763113796491,0
67,720,0,0.11699621192735685,0
68,189,1,0.11678490382637018,0
69,488,0,0.09882901723951791,0
70,724,0,0.12595185160904454,0
71,696,0,0.11642761684759637,0
72,796,0,0.1162684623415618,0
73,770,0,0.09885482654531993,0
74,733,0,0.11341428183942436,0
75,757,1,0.0533698524966417,0
76,606,0,0.11699621192735685,0
77,320,0,0.1113952680051442,0
78,763,1,0.11407568477799493,0
79,2,0,0.11699621192735685,0
80,568,0,0.14782872099432057,0
81,539,0,0.11841073993697779,0
82,308,0,0.07874600008944231,0
83,515,0,0.05935439603963311,0
84,662,0,0.11893048854451388,0
85,754,0,0.05602543434562768,0
86,430,0,0.11027312492930957,0
87,639,0,0.23362242478978346,0
88,534,0,0.13691420968563367,0
89,822,0,0.04066272946133011,0
90,76,0,0.11780623866239609,0
91,601,0,0.10200654654658478,0
92,370,0,0.11691682938491525,0
93,57,0,0.10749424601457035,0
94,88,0,0.1128206501031595,0
95,620,0,0.11826148402079234,0
96,181,1,0.8400672033231896,1
97,749,1,0.11020553008971123,0
98,327,0,0.04074786464261213,0
99,518,0,0.07232506033779033,0
100,365,0,0.11339853943376313,0
101,810,0,0.11658560008418845,0
102,739,0,0.11699617223462026,0
103,786,0,0.11700549230700975,0
104,199,0,0.12480817116945417,0
105,545,0,0.10845653141681066,0
106,218,0,0.0733121438011842,0
107,458,0,0.11713136293157042,0
108,301,1,0.12619131005178746,0
109,77,0,0.08032503305845363,0
110,768,0,0.5960702976879478,1
111,727,0,0.06179175406602475,0
112,110,0,0.10089746415838342,0
113,195,0,0.05274729901011902,0
114,46,1,0.17783403866973888,0
115,692,0,0.11697941026648716,0
116,169,0,0.09026504717154216,0
117,296,0,0.07313060801502655,0
118,667,1,0.2803077461310666,0
119,455,0,0.10743497888929161,0
120,410,0,0.07308405084010433,0
121,374,0,0.11847663822192427,0
122,0,0,0.10700782677816124,0
123,58,0,0.9544433518315563,1
124,191,0,0.08923299838845229,0
125,80,0,0.085412690168115,0
126,123,0,0.1134804691550092,0
127,517,0,0.1247669383373136,0
128,352,0,0.09731984284689765,0
129,385,0,0.11147849574420958,0
130,813,0,0.11405752900052693,0
131,609,0,0.09040626554518036,0
132,417,0,0.07966807409607184,0
133,192,0,0.11803000579251122,0
134,660,0,0.06080403184397251,0
135,671,0,0.06504685928756163,0
136,491,0,0.11632321212177521,0
137,96,1,0.04077277433652948,0
