,id,y_true,prob_svm_seed_12_skf_4_paras_19_kernel_rbf_C_1_gamma_1,class_svm_seed_12_skf_4_paras_19_kernel_rbf_C_1_gamma_1
0,659,0,0.11835959042998614,0
1,429,1,0.4154973048674943,0
2,114,1,0.1182218840211249,0
3,834,0,0.11835487357734162,0
4,234,0,0.11603753686564687,0
5,549,0,0.055185665019805846,0
6,713,0,0.11834793926785549,0
7,100,0,0.08565110142908755,0
8,748,0,0.05506743868128981,0
9,373,0,0.07147716679465646,0
10,498,1,0.5427988468522574,1
11,791,1,0.12601793891527382,0
12,335,0,0.08162956285711213,0
13,424,0,0.11805369741450902,0
14,414,0,0.12025962808147772,0
15,271,0,0.08516803956787149,0
16,745,0,0.11835508756816153,0
17,634,1,0.21062828602750652,0
18,854,0,0.11835500349380437,0
19,499,0,0.10568408714320547,0
20,680,0,0.060394095287734366,0
21,157,0,0.11453790368183184,0
22,821,0,0.11845629610328566,0
23,826,0,0.11625719642007415,0
24,99,1,0.14892817442666012,0
25,318,1,0.11835501725622916,0
26,272,0,0.07263148091166542,0
27,63,0,0.116773907316414,0
28,178,0,0.07984120093842827,0
29,756,0,0.11283952422934902,0
30,84,1,0.11835779806272725,0
31,626,0,0.07430301514301527,0
32,172,0,0.11512338297124322,0
33,339,0,0.06811043454732686,0
34,428,0,0.1018409177801592,0
35,489,0,0.11069918800548968,0
36,793,0,0.118291457168563,0
37,371,0,0.054953181757210305,0
38,827,0,0.11794432134909055,0
39,167,0,0.06422869107373011,0
40,843,0,0.06532167830219959,0
41,485,0,0.11783791726188493,0
42,55,0,0.06222083183087092,0
43,532,0,0.11125587069778241,0
44,418,0,0.07632207800612223,0
45,553,0,0.1171636358941471,0
46,824,0,0.09508611074079959,0
47,174,0,0.11805734715936758,0
48,562,0,0.10719023360958062,0
49,202,0,0.10596439407525216,0
50,201,0,0.11182186779835773,0
51,89,0,0.11657954579131737,0
52,302,0,0.09765145414117181,0
53,576,0,0.11832951632896153,0
54,363,0,0.6814357670586134,1
55,482,0,0.08113062365633149,0
56,721,0,0.11796575704541563,0
57,198,0,0.11811573390910259,0
58,546,0,0.11678453574218436,0
59,594,1,0.10693845077787058,0
60,853,0,0.105617412864861,0
61,472,0,0.09922491043374956,0
62,395,0,0.11701682884888198,0
63,851,0,0.16081756179782708,0
64,708,0,0.11633462929209533,0
65,13,0,0.09874932504004587,0
66,9,0,0.06408406316736284,0
67,358,0,0.12487860832894125,0
68,141,0,0.11823006071475209,0
69,479,0,0.10720282195945911,0
70,180,0,0.11832225495805383,0
71,747,0,0.116463950800024,0
72,488,0,0.10175552809788599,0
73,225,0,0.09706802614842043,0
74,569,0,0.11699404843726545,0
75,307,0,0.10278881794246232,0
76,1,1,0.6746562692630443,1
77,512,0,0.09673882635302475,0
78,389,1,0.11988328535894575,0
79,320,0,0.11678612735612064,0
80,539,0,0.12196907564604367,0
81,521,0,0.1256141894585287,0
82,515,0,0.0796752836338324,0
83,120,0,0.11825881465635436,0
84,836,0,0.11834494183234533,0
85,41,0,0.13980214486359896,0
86,394,1,0.08209430286352658,0
87,658,0,0.11714385541705737,0
88,740,0,0.11835334494437288,0
89,88,0,0.113929443585987,0
90,297,0,0.07303958267286823,0
91,603,0,0.0812007075185362,0
92,392,0,0.9648266082202857,1
93,574,1,0.2983905025268533,0
94,328,0,0.08357222063009231,0
95,287,0,0.12992862679331707,0
96,656,0,0.10711019929432139,0
97,571,0,0.11657868643885914,0
98,771,1,0.11546826532005058,0
99,739,0,0.11835495971906933,0
100,676,0,0.11765636172136366,0
101,805,0,0.10487413077340743,0
102,199,0,0.1337901508889732,0
103,537,0,0.11483806296497469,0
104,119,0,0.10789680234340175,0
105,608,0,0.32130969332956644,0
106,750,0,0.9507085626625756,1
107,77,0,0.06525859138115969,0
108,69,0,0.10600968075716846,0
109,734,0,0.09620368391807595,0
110,260,0,0.10873123915916548,0
111,284,0,0.1636678315915667,0
112,169,0,0.10297408022884225,0
113,231,0,0.11726452053345915,0
114,282,0,0.1156823218959313,0
115,280,0,0.110205631850818,0
116,387,0,0.118345732783312,0
117,401,0,0.09292583080155935,0
118,579,1,0.537119273187056,1
119,646,0,0.11814754038642053,0
120,362,1,0.11711365059722423,0
121,0,0,0.11449756131839242,0
122,636,1,0.9602263928990495,1
123,661,0,0.11698204468584723,0
124,191,0,0.10212527823950886,0
125,517,0,0.2916930321268885,0
126,613,1,0.10521566284927995,0
127,251,0,0.1119562321148152,0
128,254,1,0.1186378827442517,0
129,813,0,0.11618886608511886,0
130,142,0,0.11674582157509436,0
131,457,0,0.07257300353018528,0
132,543,0,0.14151771849058475,0
133,663,0,0.11631082879916184,0
134,192,0,0.12379820988412432,0
135,97,1,0.08244430581610265,0
136,755,0,0.11828577842516523,0
137,433,0,0.11833918015203349,0
