,id,y_true,prob_svm_seed_9_skf_2_paras_19_kernel_rbf_C_1_gamma_1,class_svm_seed_9_skf_2_paras_19_kernel_rbf_C_1_gamma_1
0,1299,0,0.04943799255635891,0
1,1012,0,0.03966060130975201,0
2,1249,0,0.0682847398119788,0
3,1368,0,0.06551994694353246,0
4,1223,0,0.06790607818893032,0
5,911,0,0.055811546864231926,0
6,1064,0,0.04747003923996577,0
7,44,0,0.038491210069932745,0
8,1375,0,0.042669444997035885,0
9,519,0,0.0633008695149266,0
10,921,0,0.03927225573328444,0
11,93,0,0.06160681616804713,0
12,302,0,0.06339737584948794,0
13,1189,0,0.06871652134841616,0
14,1277,0,0.03786956712980993,0
15,717,0,0.05203686896542932,0
16,1294,0,0.061640803823579345,0
17,429,0,0.06633587977051303,0
18,1571,0,0.06608828658592333,0
19,700,0,0.05905622827888547,0
20,1448,0,0.06863049378350014,0
21,1519,0,0.043183760661210976,0
22,702,0,0.06128374678646483,0
23,981,0,0.05944157016466805,0
24,1427,0,0.048392113511513624,0
25,1253,0,0.02469071416779516,0
26,1237,0,0.04029553097129923,0
27,903,0,0.06160622022024978,0
28,552,0,0.04546460379954315,0
29,1234,1,0.1345709596403595,0
30,1233,0,0.0725863320683083,0
31,1556,0,0.06814603386622192,0
32,994,0,0.059461095788482805,0
33,806,0,0.053888931856405746,0
34,68,1,0.16876803678117275,0
35,1205,0,0.04398242910190118,0
36,479,1,0.8970172066170149,1
37,1601,1,0.06541739044165194,0
38,1392,0,0.06871652058807726,0
39,1538,0,0.0590680745093915,0
40,654,0,0.02978454376129633,0
41,713,0,0.06550339017808188,0
42,1434,0,0.06887188126736574,0
43,1547,0,0.06871652135040902,0
44,888,1,0.6572863742503638,1
45,1322,0,0.0663287235599767,0
46,1336,0,0.04941839856163241,0
47,88,0,0.05913552363157061,0
48,643,1,0.2801468340751922,0
49,423,0,0.052290463183781354,0
50,1506,0,0.057680814621131234,0
51,771,0,0.06232870469956752,0
52,723,0,0.058216664041937045,0
53,1409,0,0.06837970496036588,0
54,550,0,0.03788139624646604,0
55,1112,0,0.042642036329389815,0
56,541,0,0.040463157003256256,0
57,1410,0,0.11148185705825302,0
58,851,1,0.05498050209325067,0
59,1592,0,0.05130504458603184,0
60,1192,0,0.06998717646263955,0
61,459,0,0.04701830615759446,0
62,726,1,0.9674657553745355,1
63,1303,0,0.1163985572634888,0
64,470,0,0.3648167481862315,0
65,895,0,0.3355027590680413,0
66,1168,0,0.0612109518279537,0
67,430,0,0.06402843740697425,0
68,66,0,0.08272502120403656,0
69,850,0,0.021535441090040817,0
70,7,0,0.08995747661503033,0
71,80,0,0.06040003073271278,0
72,384,0,0.21317953340960571,0
73,1321,0,0.052762964270399934,0
74,1047,1,0.2904513255586535,0
75,1351,0,0.061400427540855326,0
76,1087,0,0.08469663648030151,0
77,909,0,0.06723174162153406,0
78,228,0,0.4888690163816552,0
79,598,0,0.06871646720509997,0
80,1052,0,0.06519336684987243,0
81,499,0,0.06870354797253968,0
82,180,0,0.17194852961895568,0
83,719,0,0.061987129240259044,0
84,703,0,0.03386971711776469,0
85,309,0,0.4469164986989416,0
86,955,0,0.05953447452266033,0
87,385,0,0.06870805919469476,0
88,1645,0,0.06871639546782644,0
89,886,0,0.04239994128110101,0
90,1084,0,0.03785869987097898,0
91,1450,0,0.06872390203962847,0
92,206,0,0.7293285396157043,1
93,1588,0,0.06587794483396994,0
94,354,1,0.9409395693080121,1
95,190,0,0.06314644257068781,0
96,303,0,0.04062322342521783,0
97,283,0,0.06700723270702005,0
98,202,0,0.9119647736733693,1
99,1257,0,0.06579425790467405,0
100,174,0,0.05276517580232904,0
101,1104,0,0.043644859979782666,0
102,327,0,0.060335246352171655,0
103,680,0,0.060284886663540385,0
104,1473,0,0.06871650601134884,0
105,1644,0,0.07515597916192092,0
106,1036,0,0.0658067292459955,0
107,674,0,0.060034607623644556,0
108,797,1,0.6840870824415013,1
109,54,0,0.04814376565131681,0
110,1451,0,0.06870797400535922,0
111,1308,1,0.9108847324509924,1
112,150,0,0.06688462097468391,0
113,987,0,0.0589977593268457,0
114,1046,0,0.04667795483418547,0
115,1575,0,0.06476288532088628,0
116,1606,0,0.03781247466207949,0
117,985,0,0.06279760066100663,0
118,438,0,0.06155376535353148,0
119,1121,0,0.06826432068805331,0
120,108,0,0.06726795401538788,0
121,582,0,0.09884984333482005,0
122,706,0,0.038119683636680696,0
123,1196,0,0.06001817613313808,0
124,732,0,0.03808404040059124,0
125,1195,0,0.0703800523518756,0
126,1658,0,0.051492716075164494,0
127,1031,1,0.9674609962681732,1
128,1583,0,0.04723208991440808,0
129,445,0,0.5654398701893734,1
130,1568,0,0.04643872987567393,0
131,1539,0,0.059524199921338734,0
132,1435,0,0.06857518219888563,0
133,446,0,0.07233232360536185,0
134,1271,0,0.0687035809836461,0
135,263,0,0.06871584200606047,0
136,451,0,0.07244217583023314,0
137,458,1,0.3202479751199444,0
138,1509,0,0.05317479380361796,0
139,274,0,0.042135343641834334,0
140,266,0,0.06777715891597594,0
141,1570,1,0.06810547729939599,0
142,1310,0,0.0368411876811232,0
143,1059,1,0.902324612039134,1
144,158,0,0.06712337332018954,0
145,1092,0,0.06440358809840317,0
146,1068,0,0.05944701767324295,0
147,333,1,0.9199491476351391,1
148,1292,0,0.06635803678831682,0
149,1591,0,0.06583867205202171,0
150,91,0,0.06807092299588759,0
151,775,0,0.04489371306541775,0
152,444,0,0.06132468530978269,0
153,1559,1,0.06911545348400103,0
154,945,0,0.8253995074465134,1
155,599,1,0.16076123229847805,0
156,1198,1,0.06855012943333581,0
157,1393,0,0.060969455771528805,0
158,869,0,0.059101963586722636,0
159,410,0,0.9048393418042964,1
160,1541,0,0.052765124201524065,0
161,404,0,0.06158869105907852,0
162,12,0,0.1913964576394995,0
163,280,0,0.06170903619170178,0
164,170,0,0.0377474822425108,0
165,1573,1,0.04554514666486397,0
166,763,0,0.6337420667023501,1
167,394,0,0.03783934363855115,0
168,3,1,0.6397190581911837,1
169,379,0,0.06062496858870197,0
170,718,0,0.037788573670162855,0
171,652,0,0.0685529935990334,0
172,196,1,0.2776447107966713,0
173,1576,0,0.06454122397563468,0
174,1439,0,0.04535189660204869,0
175,573,0,0.03755783811521821,0
176,182,0,0.044456736724792036,0
177,692,0,0.07615631718849197,0
178,1414,0,0.0598081121511657,0
179,906,0,0.10488067365472652,0
180,785,0,0.06871652134658886,0
181,756,0,0.05559979944437718,0
182,373,0,0.042762539636097434,0
183,513,0,0.037854629775494114,0
184,1599,0,0.06255180375614801,0
185,1165,0,0.0426109338114106,0
186,284,0,0.0684873831563858,0
187,848,0,0.06412035283092583,0
188,1596,1,0.06648268424482257,0
189,305,0,0.03783934363855115,0
190,1374,0,0.05270333650186552,0
191,1495,0,0.0616632020732071,0
192,1027,0,0.06398520318520647,0
193,944,0,0.04566636525900721,0
194,631,0,0.04452716694795687,0
195,588,0,0.06150292713791469,0
196,1406,0,0.06807688531941336,0
197,74,0,0.06096952156722844,0
198,1487,0,0.049202759054394404,0
199,1100,0,0.06006475348309868,0
200,1602,0,0.07726998326603202,0
201,157,0,0.06092101972370904,0
202,1030,1,0.9616470381518746,1
203,49,0,0.06806490177120068,0
204,294,0,0.04865629520346335,0
205,1120,0,0.03518399273174941,0
206,1260,0,0.03511598608423098,0
207,293,0,0.06255059027577839,0
208,290,0,0.06735866541910106,0
209,1542,0,0.05025689315777201,0
210,976,0,0.06360339826188484,0
211,415,0,0.05580305304354964,0
212,691,0,0.06304544906790997,0
213,428,1,0.9559770860552861,1
214,23,0,0.04919536516560075,0
215,637,1,0.27504718719174703,0
216,1307,0,0.04666260256193248,0
217,1244,0,0.058381142779462575,0
218,799,0,0.05465402107068543,0
219,764,0,0.03606393242875585,0
220,1135,0,0.03698246823404504,0
221,1306,0,0.07082648162048052,0
222,768,0,0.06845718213072725,0
223,211,0,0.03606393242875585,0
224,770,1,0.6554368494504609,1
225,947,0,0.043391935756183914,0
226,925,0,0.041976766845016826,0
227,840,0,0.04257853381207315,0
228,1250,0,0.09133524232228082,0
229,73,0,0.05719466555822641,0
230,603,0,0.08012527058498968,0
231,1380,0,0.06998717646263955,0
232,584,0,0.05391294251737354,0
233,1328,0,0.06362433485760818,0
234,167,0,0.1182971855363155,0
235,531,0,0.03785340001091707,0
236,746,0,0.04461140534764698,0
237,1381,0,0.06124960365136005,0
238,1155,0,0.04693997811410723,0
239,1693,1,0.07534300707710198,0
240,433,0,0.06424493087434907,0
241,1063,1,0.11897001153926598,0
242,1387,0,0.061062962435935696,0
243,1216,0,0.03883825274661395,0
244,1067,0,0.053745594639914164,0
245,1465,0,0.06654509174183995,0
246,205,0,0.07490046140696374,0
247,14,0,0.06148060639453019,0
248,200,1,0.1268381526009108,0
249,839,0,0.049557123338902484,0
250,1215,0,0.040545467913138275,0
251,1209,0,0.03834326000319414,0
252,276,0,0.036583196536880934,0
253,1243,0,0.03917789530014245,0
254,999,0,0.04716709486064752,0
255,1049,0,0.04356427188814986,0
256,233,0,0.10134850764078426,0
257,512,1,0.7143717482661796,1
258,95,0,0.03894486048122278,0
259,1604,0,0.06833464198652316,0
260,197,0,0.09290640879399813,0
261,242,0,0.06870480674744908,0
262,574,0,0.0414478940130359,0
263,1702,0,0.06826154078351114,0
264,487,0,0.05448087781005665,0
265,1108,0,0.05305211009039556,0
266,285,0,0.06836958163189157,0
267,852,0,0.037827683504872145,0
268,1405,0,0.05966552801082424,0
269,805,0,0.06197627340275345,0
270,571,0,0.06040003073271278,0
271,773,0,0.06934772070566417,0
272,343,0,0.10570972345431966,0
273,1533,0,0.06489066025947239,0
274,711,1,0.268614683862061,0
275,822,0,0.07001369511023618,0
276,774,0,0.059556420946808915,0
277,824,0,0.04121775292758002,0
