,id,y_true,prob_xgboost_seed_19_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,class_xgboost_seed_19_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6
0,958,0,0.10080536,0
1,3424,1,0.90761805,1
2,4083,0,0.89022493,1
3,4211,0,0.3524935,0
4,2670,0,0.011968365,0
5,4285,1,0.12115483,0
6,4603,0,0.74782366,1
7,2079,0,0.6782695,1
8,772,0,0.04773736,0
9,3330,0,0.8458247,1
10,4610,0,0.8721175,1
11,4036,0,0.015270009,0
12,506,0,0.020550946,0
13,1791,0,0.17847374,0
14,4113,0,0.57071054,1
15,2138,0,0.7295974,1
16,4365,0,0.8443166,1
17,798,0,0.0064625805,0
18,931,0,0.02842146,0
19,1717,0,0.24361682,0
20,1197,1,0.23543575,0
21,1798,0,0.19243753,0
22,3140,0,0.83910674,1
23,2380,0,0.10446844,0
24,2391,0,0.035887863,0
25,4620,0,0.2935725,0
26,4569,0,0.5985279,1
27,4395,1,0.9491165,1
28,1734,0,0.14573424,0
29,2735,1,0.05249271,0
30,2672,1,0.97733796,1
31,4518,0,0.014004738,0
32,356,0,0.9874299,1
33,868,0,0.5687502,1
34,4738,0,0.06681795,0
35,2677,0,0.17387868,0
36,1380,0,0.04022272,0
37,144,0,0.019682927,0
38,1605,0,0.026545066,0
39,693,0,0.009958303,0
40,3082,1,0.8776716,1
41,2988,0,0.89147913,1
42,3103,0,0.15055798,0
43,1092,1,0.3309249,0
44,3410,1,0.93038523,1
45,667,0,0.14377855,0
46,1392,1,0.8794761,1
47,2862,0,0.92440885,1
48,1554,1,0.98212737,1
49,943,0,0.98801464,1
50,2563,0,0.038249437,0
51,635,0,0.023077644,0
52,3779,0,0.08055602,0
53,3362,0,0.16613223,0
54,2849,0,0.15029633,0
55,469,0,0.021948934,0
56,3094,0,0.02756976,0
57,1569,0,0.034030005,0
58,3957,0,0.1845882,0
59,1990,0,0.0039231386,0
60,4413,0,0.012611511,0
61,2945,0,0.16580263,0
62,2430,1,0.59989005,1
63,4260,0,0.2791205,0
64,1229,0,0.95939976,1
65,2644,0,0.11990782,0
66,3209,0,0.49779248,0
67,1794,0,0.057969406,0
68,3065,0,0.7825766,1
69,2240,1,0.9949556,1
70,1588,1,0.9585338,1
71,3387,0,0.55403155,1
72,2654,0,0.044847496,0
73,3620,0,0.37207672,0
74,3655,1,0.7689186,1
75,1335,0,0.05357539,0
76,365,0,0.041471012,0
77,4826,0,0.10223282,0
78,3599,0,0.062350407,0
79,593,0,0.24612089,0
80,2731,0,0.74539816,1
81,3865,0,0.21046242,0
82,3262,0,0.05141119,0
83,3261,1,0.9479074,1
84,946,0,0.055300985,0
85,2799,1,0.81163716,1
86,183,0,0.0132613955,0
87,4068,0,0.021521833,0
88,168,0,0.013243456,0
89,3984,1,0.6206986,1
90,1599,1,0.82011926,1
91,4537,0,0.027481979,0
92,4468,0,0.39843372,0
93,2018,0,0.2911606,0
94,3212,1,0.97507757,1
95,2471,0,0.40224326,0
96,4637,0,0.06671234,0
97,1289,0,0.017521858,0
98,1577,1,0.16387774,0
99,4134,0,0.024487147,0
100,3727,0,0.6722307,1
101,2856,0,0.03678384,0
102,534,1,0.9903301,1
103,3941,1,0.8426652,1
104,1247,0,0.04605074,0
105,3637,1,0.98743606,1
106,3288,0,0.08307724,0
107,1462,0,0.03326135,0
108,3621,1,0.7795914,1
109,331,1,0.18832564,0
110,1925,0,0.24075861,0
111,1461,0,0.12466701,0
112,4638,0,0.061289188,0
113,372,1,0.8851588,1
114,1204,0,0.054755997,0
115,92,0,0.28022933,0
116,1657,0,0.005721535,0
117,1936,1,0.7874883,1
118,461,1,0.11902614,0
119,4446,0,0.5528498,1
120,3591,1,0.40312672,0
121,4056,0,0.03300731,0
122,1697,1,0.48426932,0
123,3576,1,0.95336294,1
124,233,0,0.6193144,1
125,1305,1,0.9715703,1
126,4549,1,0.9705551,1
127,842,0,0.07059172,0
128,2107,0,0.010375949,0
129,2568,0,0.116696715,0
130,3388,0,0.3846046,0
131,908,0,0.23997317,0
132,476,0,0.9374157,1
133,2874,0,0.083792396,0
134,1841,0,0.95124596,1
135,3638,1,0.81223327,1
136,811,1,0.8762275,1
137,706,0,0.020030657,0
138,880,0,0.062483195,0
139,1009,1,0.9879132,1
140,2153,0,0.056117836,0
141,1467,1,0.35397208,0
142,2725,0,0.020593671,0
143,4054,1,0.22480422,0
144,2607,0,0.09779261,0
145,2203,1,0.5173088,1
146,1732,0,0.085333,0
147,3748,0,0.43591177,0
148,479,1,0.8293014,1
149,1708,0,0.39492,0
150,2216,1,0.9155364,1
151,1003,0,0.02842774,0
152,2621,0,0.6178786,1
153,1057,0,0.95649624,1
154,2344,0,0.023293465,0
155,484,0,0.19534,0
156,3459,1,0.8775695,1
157,3167,0,0.047800723,0
158,3611,1,0.8942225,1
159,15,0,0.03423071,0
160,266,1,0.90067804,1
161,147,0,0.677364,1
162,799,1,0.9930824,1
163,4067,1,0.58725226,1
164,4402,0,0.016996723,0
165,436,0,0.0484851,0
166,1011,0,0.22684842,0
167,1046,1,0.56441504,1
168,166,1,0.6461987,1
169,4167,0,0.31774554,0
170,2924,0,0.016060177,0
171,2690,1,0.56387967,1
172,2715,1,0.9754052,1
173,3893,1,0.23717976,0
174,4070,0,0.976872,1
175,1187,1,0.42414442,0
176,1048,1,0.98996747,1
177,725,0,0.09811539,0
178,4563,1,0.5830925,1
179,1885,1,0.77926856,1
180,4661,1,0.13856718,0
181,2045,0,0.014756936,0
182,736,1,0.7066678,1
183,218,0,0.038257517,0
184,1992,0,0.6815229,1
185,4844,0,0.4185095,0
186,4114,0,0.6564081,1
187,2733,0,0.074398845,0
188,3079,0,0.02062632,0
189,1816,0,0.07772447,0
190,1760,1,0.9909837,1
191,3411,0,0.122795835,0
192,987,0,0.0921006,0
193,2854,0,0.1611801,0
194,3824,0,0.01349585,0
195,2068,0,0.8966825,1
196,2684,0,0.025265431,0
197,4168,0,0.07159069,0
198,2192,0,0.012553967,0
199,1512,0,0.005896983,0
200,1176,1,0.99381727,1
201,2535,0,0.57694155,1
202,1899,0,0.07532441,0
203,62,1,0.75677806,1
204,1195,0,0.26302466,0
205,1105,0,0.21459435,0
206,4558,0,0.057096444,0
207,73,0,0.12437582,0
208,2997,0,0.6023671,1
209,1786,0,0.62812245,1
210,726,0,0.012864789,0
211,2639,0,0.8067624,1
212,181,1,0.44471475,0
213,4807,1,0.84568906,1
214,4460,0,0.088253275,0
215,1637,1,0.9593047,1
216,3163,1,0.9761469,1
217,1991,1,0.8540395,1
218,1292,0,0.5445012,1
219,589,0,0.22093967,0
220,1622,1,0.83370185,1
221,1174,0,0.1662848,0
222,3971,0,0.73380965,1
223,334,1,0.9275888,1
224,2950,0,0.030237308,0
225,561,0,0.049002603,0
226,4047,0,0.12757385,0
227,4794,0,0.06051434,0
228,1321,0,0.8302212,1
229,4462,0,0.083379544,0
230,927,0,0.014222899,0
231,3872,0,0.47762412,0
232,3618,0,0.011209926,0
233,3649,1,0.9852449,1
234,212,1,0.86588436,1
235,816,0,0.05404058,0
236,3632,0,0.8361296,1
237,1370,0,0.35592788,0
238,4696,0,0.04773752,0
239,2738,0,0.017527236,0
240,4180,0,0.5474566,1
241,1551,0,0.3061822,0
242,4575,0,0.100003265,0
243,4194,0,0.030473102,0
244,2861,0,0.11437879,0
245,3536,0,0.07753469,0
246,4545,0,0.33594936,0
247,4576,0,0.07482404,0
248,1797,0,0.07189079,0
249,1782,0,0.06880996,0
250,2486,0,0.03683363,0
251,2830,0,0.0984449,0
252,3945,0,0.15387246,0
253,3704,1,0.7073588,1
254,164,1,0.9474923,1
255,2250,0,0.2503557,0
256,4682,0,0.49782452,0
257,2981,1,0.7495537,1
258,1489,0,0.23731855,0
259,3904,0,0.020397041,0
260,449,0,0.2589913,0
261,1653,1,0.7401996,1
262,2003,0,0.1421273,0
263,49,0,0.27660123,0
264,3518,0,0.06319534,0
265,1076,0,0.015432056,0
266,4562,1,0.13457043,0
267,1872,1,0.50881296,1
268,2150,0,0.21045572,0
269,911,0,0.36264253,0
270,3813,0,0.7154448,1
271,2787,0,0.041260857,0
272,2211,0,0.014384655,0
273,1630,1,0.9696443,1
274,4749,1,0.7443513,1
275,2063,1,0.6761206,1
276,2547,0,0.3411978,0
277,1182,0,0.028876817,0
278,1123,0,0.22227058,0
279,4574,0,0.49442625,0
280,4766,0,0.14840174,0
281,515,0,0.11627922,0
282,1742,0,0.53843856,1
283,1896,0,0.08601974,0
284,2520,1,0.99211735,1
285,2462,0,0.016445762,0
286,1110,0,0.6017367,1
287,854,0,0.0640905,0
288,3687,1,0.94016445,1
289,1016,0,0.07528825,0
290,513,0,0.17145406,0
291,2379,1,0.9588789,1
292,4289,0,0.053563636,0
293,3717,1,0.93020386,1
294,4059,0,0.56234854,1
295,990,0,0.087903716,0
296,3970,0,0.613643,1
297,4162,0,0.107577845,0
298,4538,1,0.6499381,1
299,3968,0,0.08310765,0
300,4835,0,0.4518304,0
301,2593,1,0.99441093,1
302,1740,1,0.95234144,1
303,3602,0,0.028958183,0
304,1503,0,0.04853515,0
305,2299,0,0.11110706,0
306,2651,0,0.24692822,0
307,1469,0,0.12533087,0
308,3559,0,0.03135845,0
309,3066,0,0.02182788,0
310,1788,0,0.7916769,1
311,2465,0,0.042323645,0
312,610,0,0.32580897,0
313,2706,0,0.023804134,0
314,2051,0,0.18634166,0
315,2833,0,0.20048404,0
316,4445,1,0.83124715,1
317,2753,1,0.9219126,1
318,1413,0,0.040179767,0
319,2575,0,0.5152356,1
320,2095,1,0.60473657,1
321,2206,0,0.010243195,0
322,242,1,0.9647017,1
323,1253,0,0.13928077,0
324,4131,0,0.1750492,0
325,419,1,0.9729297,1
326,2994,1,0.3217316,0
327,1819,1,0.9039028,1
328,1703,0,0.021510184,0
329,3323,1,0.18943346,0
330,684,0,0.8969004,1
331,3527,1,0.9198286,1
332,642,0,0.060356125,0
333,4330,1,0.9004628,1
334,1334,1,0.68176824,1
335,2504,0,0.8938639,1
336,3451,0,0.19004947,0
337,2374,0,0.048807513,0
338,616,1,0.91611195,1
339,4813,0,0.6312137,1
340,1892,0,0.019621357,0
341,1252,1,0.9425702,1
342,2934,0,0.10036257,0
343,3596,1,0.89984393,1
344,3390,1,0.3180917,0
345,502,0,0.52107346,1
346,4683,1,0.9220287,1
347,793,0,0.027649065,0
348,3720,0,0.10672739,0
349,2422,0,0.8125133,1
350,1154,0,0.033091556,0
351,3199,0,0.09841506,0
352,820,0,0.2047074,0
353,4681,1,0.9417937,1
354,361,0,0.450992,0
355,4717,1,0.77057904,1
356,243,0,0.36301243,0
357,916,0,0.026598878,0
358,3900,0,0.2698237,0
359,2376,1,0.8417181,1
360,2544,0,0.11875311,0
361,4671,0,0.11239475,0
362,4306,0,0.04334266,0
363,748,1,0.41535166,0
364,4095,0,0.11543274,0
365,4,0,0.015883554,0
366,2589,0,0.17934678,0
367,537,0,0.98010236,1
368,408,0,0.03412063,0
369,3370,0,0.020982409,0
370,4566,1,0.35213393,0
371,2758,0,0.079109974,0
372,1485,0,0.99177355,1
373,4027,0,0.0339652,0
374,1574,0,0.04157988,0
375,2688,0,0.06739656,0
376,1040,0,0.1758298,0
377,229,0,0.29797548,0
378,614,0,0.086943835,0
379,2275,0,0.017699908,0
380,4284,1,0.830367,1
381,3230,0,0.9355379,1
382,1160,0,0.5387951,1
383,2976,0,0.9559497,1
