,id,y_true,prob_lr_seed_8_skf_4_paras_22_C_100_weight_None_solver_lbfgs,class_lr_seed_8_skf_4_paras_22_C_100_weight_None_solver_lbfgs
0,59,1,0.8186828767961495,1
1,186,1,0.9974159492499125,1
2,141,0,0.0019708431046447385,0
3,221,0,7.911590171670397e-06,0
4,149,0,0.00025681264636495747,0
5,7,0,0.00013964885616762616,0
6,50,0,7.685606704347367e-06,0
7,75,0,2.885398339245179e-05,0
8,245,1,0.4270473353638316,0
9,223,0,0.9988047828264107,1
10,215,0,0.9998923354532921,1
11,169,0,0.09480406633804446,0
12,40,0,0.007055846998031443,0
13,32,0,0.00019193788892351318,0
14,195,0,0.0020596247608320743,0
15,114,1,0.9377219529367613,1
16,200,1,0.7344458952952179,1
17,267,0,0.08659018958933438,0
18,112,0,0.996263126349681,1
19,136,0,0.0038869999569563353,0
20,178,0,0.36753077508321697,0
21,207,0,0.2980884206281004,0
22,242,1,2.2516611710200538e-06,0
23,137,0,0.012550375407688809,0
24,252,0,0.00030245360883378666,0
25,30,0,6.009622690504999e-06,0
26,124,1,0.9999999833343641,1
27,41,0,0.20873495932200445,0
28,25,0,0.010986755879625743,0
29,185,0,0.9529064509114279,1
30,227,1,0.9995106166542251,1
31,265,0,0.9314029894810603,1
32,94,1,0.7665290994155153,1
33,216,0,0.7551322957235173,1
34,244,1,0.003972703791725102,0
35,172,1,0.25650826707825586,0
36,161,0,0.004863927390963456,0
37,113,0,0.9590541061559182,1
38,132,0,0.0003769749921885438,0
39,84,0,0.0012743102713991485,0
40,184,1,0.06381842745500761,0
41,87,0,3.0267299010221304e-07,0
