,id,y_true,prob_lr_seed_9_skf_0_paras_22_C_100_weight_None_solver_lbfgs,class_lr_seed_9_skf_0_paras_22_C_100_weight_None_solver_lbfgs
0,224,1,0.0017638207617046127,0
1,173,1,0.03205678743395453,0
2,196,0,0.00010524658505580613,0
3,235,0,0.29582203368918797,0
4,186,1,0.9866476218747701,1
5,141,0,0.024160689176686487,0
6,39,1,0.011039061868340558,0
7,221,0,2.908292633633013e-07,0
8,76,0,0.1317927841207265,0
9,50,0,7.571656653836553e-05,0
10,85,0,0.00893955663448276,0
11,218,0,0.20907459056808544,0
12,157,0,0.08914085281834204,0
13,177,0,0.11256924111504905,0
14,80,1,0.9966468916737407,1
15,74,0,0.0005694597773449037,0
16,106,0,6.887551175169825e-05,0
17,210,0,0.0010437733672554387,0
18,215,0,0.9968639191468964,1
19,169,0,0.011170742159281696,0
20,32,0,0.01401559310796065,0
21,228,0,0.027034534145518853,0
22,232,0,1.9294168255559527e-06,0
23,209,0,3.6009462551719624e-05,0
24,108,1,0.9993718612103053,1
25,256,0,0.00017006932647190774,0
26,112,0,0.9238427456642709,1
27,136,0,0.004738845244854529,0
28,79,1,0.5771411604022659,1
29,109,1,0.999287667499385,1
30,4,1,0.9999702338165323,1
31,19,0,0.11123223515095224,0
32,242,1,0.004142222165371572,0
33,22,0,0.003954630327086363,0
34,264,0,0.007995200697725429,0
35,25,0,0.04232561892802182,0
36,127,1,0.9984451599574559,1
37,170,0,0.00014723261308498975,0
38,247,0,0.9350882331957316,1
39,54,0,0.001984174039856584,0
40,121,1,0.010178938795150937,0
41,132,0,9.44569350179397e-05,0
42,101,0,0.00012698460597070373,0
43,163,1,0.9999887234372773,1
