,id,y_true,prob_lr_seed_1_skf_1_paras_22_C_100_weight_None_solver_lbfgs,class_lr_seed_1_skf_1_paras_22_C_100_weight_None_solver_lbfgs
0,199,1,0.04085268909500925,0
1,224,1,8.53819417054482e-06,0
2,59,1,0.7667740290124233,1
3,262,0,0.006499468790411071,0
4,92,0,0.4811518765195331,0
5,205,0,0.7662349113588207,1
6,7,0,0.002532445440304515,0
7,182,0,0.0045963790021324395,0
8,260,1,8.037216103172967e-06,0
9,218,0,0.49972612243156256,0
10,110,0,0.011498259435701588,0
11,74,0,0.002402265431332826,0
12,144,0,0.17395700118617657,0
13,223,0,0.9975914484781069,1
14,215,0,0.8445942229907568,1
15,128,1,8.96042831893121e-06,0
16,142,0,0.0004006535449576252,0
17,152,0,0.00466005368805966,0
18,200,1,0.02385473256248181,0
19,175,0,0.03431765221722477,0
20,209,0,7.521678114781955e-07,0
21,251,0,6.856747619785349e-07,0
22,43,0,1.629581327428655e-05,0
23,136,0,2.9619571425224777e-05,0
24,42,1,0.3947097036832561,0
25,211,0,0.000928152702253945,0
26,124,1,0.99995650268518,1
27,25,0,0.0019021961056195978,0
28,129,1,0.9974458361324889,1
29,185,0,0.790603977727425,1
30,58,1,0.3519171180957869,0
31,247,0,0.998050720882495,1
32,234,0,5.094371238301188e-07,0
33,51,0,0.09312086759294241,0
34,54,0,0.0013671114966356621,0
35,46,0,0.019710555927134284,0
36,72,0,0.0009059570031734852,0
37,94,1,0.8907628670796028,1
38,154,0,0.006983722513527403,0
39,172,1,0.9810506998808727,1
40,101,0,0.0006717781769476778,0
41,183,0,0.031817528572565645,0
42,105,0,6.456112429692315e-06,0
