,id,y_true,prob_svm_seed_19_skf_0_paras_19_kernel_rbf_C_1_gamma_1,class_svm_seed_19_skf_0_paras_19_kernel_rbf_C_1_gamma_1
0,151,0,0.04169501328168933,0
1,204,0,0.21241806722189252,0
2,269,0,0.21496502912811127,0
3,318,1,0.2169636908224226,0
4,298,1,0.21496498705750616,0
5,312,0,0.21496326173727137,0
6,114,0,0.21481677706064176,0
7,194,0,0.006514346663056851,0
8,281,0,0.2102195562933948,0
9,233,0,0.2164561215815643,0
10,130,0,0.21458156102766268,0
11,308,0,0.21495913044362558,0
12,125,0,0.21497228751278938,0
13,219,1,0.2953194004960784,0
14,273,0,0.21494737930395486,0
15,50,0,0.1649089625514122,0
16,164,0,0.21552246997347932,0
17,171,0,0.006513677710334816,0
18,133,0,0.044767548624563024,0
19,57,0,0.06842627797073014,0
20,255,0,0.11341135817102721,0
21,181,1,0.21496490520077655,0
22,200,0,0.19901104171884174,0
23,156,1,0.174913279149213,0
24,91,0,0.3775931869635965,0
25,223,0,0.21484737012347482,0
26,199,0,0.21043237040374382,0
27,240,1,0.22680200387437607,0
28,48,1,0.20552727095562467,0
29,150,0,0.21491552932875516,0
30,59,0,0.1513649182770241,0
31,27,0,0.010174441375309182,0
32,99,1,0.629674936224234,1
33,146,0,0.1836741686209834,0
34,14,0,0.13439312017356558,0
35,102,0,0.1830492396403618,0
36,320,0,0.03598363990993242,0
37,214,0,0.19488975807083603,0
38,68,0,0.21496498705765732,0
39,74,0,0.21497590668137226,0
40,79,0,0.21455337124518914,0
41,211,0,0.21404056842789068,0
42,302,1,0.2150168215677244,0
43,25,0,0.1684021783080165,0
44,296,0,0.21496478261898036,0
45,184,0,0.2149598871463906,0
46,272,0,0.21491980129924756,0
47,19,0,0.21975574520684912,0
48,305,1,0.21319685635849492,0
49,86,1,0.5504359675725241,1
50,243,0,0.01983638446674394,0
51,72,1,0.21501519055981225,0
52,123,1,0.21599723383897762,0
53,56,1,0.21496498705765732,0
54,119,1,0.48077363768644216,0
