,id,y_true,prob_knn_seed_18_skf_1_paras_0_K_3,class_knn_seed_18_skf_1_paras_0_K_3
0,432,0,0.0,0
1,1481,0,0.0,0
2,139,0,0.0,0
3,790,0,0.0,0
4,2419,0,0.0,0
5,104,0,0.0,0
6,1469,0,0.0,0
7,1913,0,0.0,0
8,874,0,0.0,0
9,549,1,0.6666666666666666,1
10,1495,0,0.0,0
11,1390,0,0.3333333333333333,0
12,1629,1,1.0,1
13,1635,0,0.3333333333333333,0
14,2147,0,0.0,0
15,405,0,0.0,0
16,233,0,0.0,0
17,1020,0,0.0,0
18,2315,0,0.0,0
19,2278,0,0.6666666666666666,1
20,656,0,0.0,0
21,2558,0,0.0,0
22,1252,0,0.0,0
23,1295,0,1.0,1
24,2346,0,0.0,0
25,2455,0,0.0,0
26,2697,0,0.0,0
27,1866,0,0.0,0
28,2666,0,0.0,0
29,361,0,0.0,0
30,2471,0,0.0,0
31,591,0,0.0,0
32,440,0,0.3333333333333333,0
33,715,1,0.3333333333333333,0
34,2544,0,0.0,0
35,990,0,0.0,0
36,829,0,0.0,0
37,2443,0,0.0,0
38,1673,0,0.0,0
39,2300,0,0.0,0
40,1503,0,0.0,0
41,1112,0,0.0,0
42,1493,0,0.0,0
43,396,0,0.3333333333333333,0
44,2538,0,0.0,0
45,1337,0,0.0,0
46,1033,0,0.0,0
47,1717,0,0.0,0
48,2750,0,0.0,0
49,2458,0,0.0,0
50,1755,0,0.0,0
51,2322,0,0.0,0
52,1781,0,0.0,0
53,719,0,0.0,0
54,817,0,0.0,0
55,1260,0,0.0,0
56,167,0,0.0,0
57,2787,0,0.0,0
58,2470,0,0.0,0
59,394,0,0.0,0
60,1271,0,0.0,0
61,2009,0,0.0,0
62,1847,0,0.0,0
63,403,0,0.0,0
64,315,0,0.0,0
65,1880,0,0.0,0
66,2165,0,0.0,0
67,1099,0,0.0,0
68,1836,0,0.0,0
69,88,0,0.0,0
70,2179,0,0.0,0
71,1553,0,0.0,0
72,2472,0,0.6666666666666666,1
73,25,0,0.0,0
74,834,0,0.3333333333333333,0
75,649,0,0.3333333333333333,0
76,2268,0,0.3333333333333333,0
77,1512,1,0.0,0
78,746,0,0.0,0
79,554,1,0.3333333333333333,0
80,2136,1,0.6666666666666666,1
81,275,0,0.0,0
82,2464,0,0.0,0
83,1891,0,0.0,0
84,734,1,0.6666666666666666,1
85,640,0,0.0,0
86,1753,1,0.3333333333333333,0
87,629,0,0.0,0
88,729,0,0.0,0
89,2573,0,0.0,0
90,2089,0,0.0,0
91,2186,0,0.0,0
92,2162,0,0.3333333333333333,0
93,550,0,0.0,0
94,468,0,0.0,0
95,330,0,0.0,0
96,173,1,1.0,1
97,461,0,0.0,0
98,1423,0,0.0,0
99,2742,0,0.0,0
100,1584,0,0.0,0
101,1871,0,0.0,0
102,2509,1,0.3333333333333333,0
103,1055,0,0.0,0
104,1011,0,0.0,0
105,951,0,0.0,0
106,1943,0,0.0,0
107,1149,0,0.6666666666666666,1
108,2496,0,0.0,0
109,982,0,0.0,0
110,1269,0,0.0,0
111,881,0,0.0,0
112,1050,0,0.0,0
113,2631,0,0.0,0
114,2591,0,0.0,0
115,880,0,0.0,0
116,2327,0,0.0,0
117,444,0,0.0,0
118,628,0,0.0,0
119,483,0,0.3333333333333333,0
120,1656,0,0.0,0
121,2030,0,0.3333333333333333,0
122,1603,0,0.0,0
123,1773,0,0.0,0
124,1487,1,1.0,1
125,678,0,0.0,0
126,2156,0,0.0,0
127,2640,0,0.0,0
128,84,0,0.0,0
129,185,0,0.0,0
130,2220,0,0.0,0
131,911,0,0.3333333333333333,0
132,1249,1,0.6666666666666666,1
133,251,0,0.0,0
134,1400,0,0.0,0
135,28,0,0.0,0
136,1578,0,0.0,0
137,2514,0,0.0,0
138,652,0,0.0,0
139,1884,0,0.0,0
140,2309,0,0.0,0
141,671,1,0.3333333333333333,0
142,2445,0,0.0,0
143,2659,0,0.0,0
144,1036,1,0.6666666666666666,1
145,924,0,0.0,0
146,1408,0,0.0,0
147,533,0,0.3333333333333333,0
148,633,0,0.0,0
149,108,0,0.0,0
150,1940,0,0.0,0
151,1593,1,1.0,1
152,1243,0,1.0,1
153,22,0,0.3333333333333333,0
154,378,0,0.0,0
155,464,0,0.0,0
156,264,0,0.0,0
157,1136,0,0.0,0
158,441,0,0.0,0
159,495,0,0.0,0
160,1970,0,0.0,0
161,872,0,0.0,0
162,31,0,0.6666666666666666,1
163,788,0,0.0,0
164,2724,0,0.0,0
165,2026,0,0.0,0
166,867,0,0.0,0
167,479,0,0.0,0
168,2671,0,0.0,0
169,2714,0,1.0,1
170,2624,0,0.0,0
171,1046,0,0.0,0
172,1523,0,0.0,0
173,1968,1,0.0,0
174,1684,0,0.0,0
175,945,0,0.0,0
176,1786,0,0.0,0
177,845,0,0.0,0
178,1746,1,0.6666666666666666,1
179,1451,0,0.0,0
180,905,0,0.0,0
181,2508,0,0.6666666666666666,1
182,2160,0,0.0,0
183,2214,0,0.0,0
184,1576,0,0.0,0
185,643,0,0.0,0
186,1206,0,0.0,0
187,1955,0,0.0,0
188,1840,0,0.0,0
189,48,0,0.0,0
190,2372,1,0.0,0
191,1945,0,0.0,0
192,214,0,0.0,0
193,2081,0,0.0,0
194,1869,0,0.6666666666666666,1
195,964,0,0.0,0
196,2773,1,0.0,0
197,379,0,0.0,0
198,2619,0,0.0,0
199,1075,0,0.0,0
200,2525,1,0.3333333333333333,0
201,1263,0,0.6666666666666666,1
202,1135,0,0.0,0
203,392,0,0.0,0
204,1171,1,1.0,1
205,1808,0,0.0,0
206,1843,0,0.0,0
207,2335,0,0.0,0
208,991,0,0.0,0
209,2646,0,0.0,0
210,714,0,0.0,0
211,404,0,0.0,0
212,1961,0,0.0,0
213,1895,0,0.0,0
214,570,0,0.0,0
215,2068,0,0.0,0
216,2065,0,0.0,0
217,937,0,0.0,0
218,673,0,0.0,0
219,1086,0,0.0,0
220,269,0,0.0,0
221,314,0,0.0,0
222,1605,0,0.0,0
223,2189,0,0.3333333333333333,0
224,1341,0,0.0,0
225,2687,0,0.0,0
226,179,0,0.0,0
227,324,0,0.3333333333333333,0
228,694,0,0.0,0
229,2609,0,0.0,0
230,2553,0,0.0,0
231,560,0,0.0,0
232,1853,0,0.0,0
233,1954,0,0.0,0
234,1063,0,0.0,0
235,1335,0,0.0,0
236,2561,0,0.0,0
237,2438,0,0.3333333333333333,0
238,2762,0,0.0,0
239,2411,0,0.0,0
240,2274,0,0.0,0
241,421,1,0.3333333333333333,0
242,146,0,0.0,0
243,1580,0,0.0,0
244,2513,0,0.0,0
245,1325,0,0.0,0
246,1598,0,0.0,0
247,438,0,0.0,0
248,1587,0,0.0,0
249,749,0,0.0,0
250,535,0,0.0,0
251,1444,0,0.0,0
252,307,0,0.0,0
253,979,0,0.0,0
254,594,0,0.0,0
255,2032,0,0.0,0
256,1480,0,0.3333333333333333,0
257,1221,0,0.0,0
258,1200,0,0.0,0
259,1915,0,0.0,0
