,id,y_true,prob_knn_seed_12_skf_0_paras_0_K_3,class_knn_seed_12_skf_0_paras_0_K_3
0,1299,0,0.0,0
1,586,0,0.0,0
2,642,0,0.0,0
3,1223,0,0.0,0
4,911,0,0.0,0
5,566,0,0.0,0
6,1432,0,0.0,0
7,1315,0,0.0,0
8,1375,0,0.0,0
9,966,0,0.0,0
10,780,1,0.6666666666666666,1
11,1266,0,0.0,0
12,1531,0,0.0,0
13,728,0,0.0,0
14,1151,0,0.0,0
15,700,0,0.0,0
16,417,0,0.0,0
17,330,0,0.0,0
18,352,0,0.0,0
19,364,0,0.0,0
20,1407,0,0.0,0
21,744,0,0.0,0
22,539,0,0.0,0
23,376,0,0.0,0
24,791,1,1.0,1
25,1352,0,0.0,0
26,151,0,0.0,0
27,486,0,0.0,0
28,1167,1,1.0,1
29,994,0,0.0,0
30,806,0,0.0,0
31,1463,0,0.0,0
32,1601,1,0.0,0
33,1538,0,0.0,0
34,241,0,0.0,0
35,902,0,0.0,0
36,649,0,0.0,0
37,1434,0,0.3333333333333333,0
38,1479,0,0.0,0
39,1006,0,0.0,0
40,88,0,0.0,0
41,643,1,0.6666666666666666,1
42,1513,0,0.0,0
43,563,0,0.0,0
44,550,0,0.0,0
45,1488,0,0.0,0
46,611,0,0.0,0
47,658,0,0.0,0
48,755,0,0.0,0
49,1146,0,0.0,0
50,1582,1,0.0,0
51,275,0,0.0,0
52,650,0,0.3333333333333333,0
53,1410,0,0.3333333333333333,0
54,1663,0,0.0,0
55,312,0,0.0,0
56,851,1,0.0,0
57,536,0,1.0,1
58,1192,0,0.0,0
59,1274,0,0.0,0
60,1597,0,0.0,0
61,872,0,0.0,0
62,585,0,0.0,0
63,1671,0,0.0,0
64,1264,1,0.6666666666666666,1
65,66,0,0.0,0
66,340,0,0.0,0
67,7,0,0.3333333333333333,0
68,1245,0,0.0,0
69,442,0,0.0,0
70,331,0,0.6666666666666666,1
71,466,0,0.0,0
72,1351,0,0.0,0
73,1579,0,0.0,0
74,749,0,0.0,0
75,70,0,0.3333333333333333,0
76,561,0,0.0,0
77,112,0,0.0,0
78,29,0,0.0,0
79,1517,0,0.0,0
80,892,0,0.0,0
81,880,0,0.0,0
82,309,0,0.3333333333333333,0
83,1638,0,0.0,0
84,61,0,0.0,0
85,1056,1,1.0,1
86,206,0,0.3333333333333333,0
87,245,0,0.3333333333333333,0
88,1329,0,0.0,0
89,1588,0,0.0,0
90,118,1,1.0,1
91,731,0,0.0,0
92,738,0,0.0,0
93,1091,0,0.0,0
94,28,1,0.6666666666666666,1
95,436,0,0.0,0
96,808,0,0.6666666666666666,1
97,174,0,0.3333333333333333,0
98,1221,0,0.0,0
99,861,0,0.0,0
100,579,0,0.0,0
101,680,0,0.0,0
102,879,0,0.0,0
103,1520,0,0.0,0
104,899,0,0.0,0
105,265,0,0.0,0
106,254,0,0.0,0
107,230,0,0.0,0
108,1480,0,0.0,0
109,128,0,0.0,0
110,1650,0,0.0,0
111,1159,0,0.0,0
112,605,0,0.0,0
113,1600,0,0.0,0
114,462,0,0.0,0
115,1590,0,0.0,0
116,995,1,1.0,1
117,648,1,0.3333333333333333,0
118,1220,0,0.0,0
119,1418,0,0.0,0
120,251,0,0.0,0
121,939,1,0.0,0
122,1437,0,0.0,0
123,1626,0,0.0,0
124,897,0,0.0,0
125,781,0,0.3333333333333333,0
126,569,0,0.0,0
127,515,0,0.0,0
128,1201,1,0.0,0
129,439,0,0.0,0
130,1088,0,0.0,0
131,235,0,0.3333333333333333,0
132,720,0,0.0,0
133,1583,0,0.0,0
134,1616,0,0.0,0
135,1568,0,0.0,0
136,273,0,0.0,0
137,1435,0,0.0,0
138,390,0,0.0,0
139,1355,0,0.0,0
140,1297,0,0.0,0
141,1389,0,0.0,0
142,100,0,0.3333333333333333,0
143,1182,0,0.0,0
144,1330,0,0.0,0
145,1420,0,0.0,0
146,1059,1,0.6666666666666666,1
147,1235,0,0.0,0
148,694,0,0.0,0
149,530,0,0.0,0
150,474,0,0.0,0
151,776,0,0.0,0
152,1179,0,0.0,0
153,1198,1,0.0,0
154,131,0,0.0,0
155,869,0,0.0,0
156,410,0,0.3333333333333333,0
157,612,0,0.0,0
158,1263,0,0.0,0
159,1578,0,0.0,0
