id,gmtamesQSAR_ID,SMILES,y_true,prob_weight6,class_weight6
0,gmtamesQSAR_3793,O=C1CCCCCCCCCCCCCCO1,0,0.08441034,0
1,gmtamesQSAR_4024,CCC(C)c1[nH]c(O)c(C(C)=O)c1O,0,0.34240675,0
2,gmtamesQSAR_4040,Nc1nc(N)nc(-c2ccccc2)n1,0,0.48276183,0
3,gmtamesQSAR_4216,Cc1c(O)[nH]c(CC(C)C)c(O)n(C)c(Cc2ccccc2)c(O)ncc(=O)n1C,0,0.034520626,0
4,gmtamesQSAR_4363,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,0,0.968079,1
5,gmtamesQSAR_4724,S=C1NCCN1,0,0.45828018,0
6,gmtamesQSAR_4823,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,0,0.022309482,0
7,gmtamesQSAR_5923,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0,0.34152985,0
8,gmtamesQSAR_6191,CC1=CC(=C(C#N)C#N)C=C(/C=C/c2ccc(N(C)C)cc2)O1,1,0.2055785,0
9,gmtamesQSAR_6294,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,0,0.73822165,1
10,gmtamesQSAR_6436,C[C@]12CC[C@H](OC(=O)Cc3ccc(N(CCCl)CCCl)cc3)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)NC(=O)CC[C@@H]12,0,0.1920844,0
11,gmtamesQSAR_6852,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,0,0.29918706,0
12,gmtamesQSAR_7211,O=C1C=CC(=O)C(c2ccccc2)=C1,0,0.57917815,0
13,gmtamesQSAR_7229,O=C1CC(=Nc2ccccc2)C(=O)c2ccccc21,1,0.61764085,0
14,gmtamesQSAR_7256,C/C=C/c1cc2c(c(=O)o1)C(=O)C(O)C(C)O2,0,0.114640445,0
15,gmtamesQSAR_7649,C1=Cc2c3ccc4cccc5ccc(c6cccc1c26)c3c45,1,0.67633986,1
16,gmtamesQSAR_7803,O=C1CCCCCCCCCCCC(=O)OCCO1,0,0.37558916,0
17,gmtamesQSAR_8077,O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,1,0.76316565,1
