id,gmtamesQSAR_ID,SMILES,y_true,prob_weight6,class_weight6
0,gmtamesQSAR_3589,BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1,0,0.011488199,0
1,gmtamesQSAR_3603,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,0,0.34489185,0
2,gmtamesQSAR_3668,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,0,0.2871332,0
3,gmtamesQSAR_3715,CC(=O)c1c(O)cc(C)oc1=O,0,0.24868524,0
4,gmtamesQSAR_3720,COC1OC(C(=O)O)C(OC2OC(C(=O)O)C(OC)C(O)C2O)C(O)C1O,0,0.022850662,0
5,gmtamesQSAR_3732,N=c1c2[nH]cnc2ncn1O,0,0.7442738,1
6,gmtamesQSAR_3740,c1ccc(CSCc2ccccc2)cc1,0,0.022500724,0
7,gmtamesQSAR_3829,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C(=O)O)C5CC[C@]43C)[C@H]2C1,0,0.06606513,0
8,gmtamesQSAR_3848,CN(C)CCN(Cc1ccsc1)c1ccccn1,0,0.026984483,0
9,gmtamesQSAR_4024,CCC(C)c1[nH]c(O)c(C(C)=O)c1O,0,0.46264628,0
10,gmtamesQSAR_4040,Nc1nc(N)nc(-c2ccccc2)n1,0,0.24858126,0
11,gmtamesQSAR_4066,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=C(N1CC1)C2=O,1,0.96913654,1
12,gmtamesQSAR_4079,O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1,0,0.95407724,1
13,gmtamesQSAR_4133,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0,0.022012293,0
14,gmtamesQSAR_4216,Cc1c(O)[nH]c(CC(C)C)c(O)n(C)c(Cc2ccccc2)c(O)ncc(=O)n1C,0,0.052306235,0
15,gmtamesQSAR_4239,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0,0.32963336,0
16,gmtamesQSAR_4334,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0,0.62756395,0
17,gmtamesQSAR_4363,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,0,0.031470656,0
