id,gmtamesQSAR_ID,SMILES,y_true,prob_weight6,class_weight6
0,gmtamesQSAR_3589,BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1,0,0.030773401,0
1,gmtamesQSAR_3600,O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,0,0.0906688,0
2,gmtamesQSAR_3634,c1ccc(-c2ccccc2OCC2CO2)cc1,1,0.99926776,1
3,gmtamesQSAR_3655,O=C1CC2SCC=CN12,0,0.073868245,0
4,gmtamesQSAR_3660,CCc1nc2c(o1)CC(CC(C)S(=O)(=O)CC)CC2=O,0,0.44644967,0
5,gmtamesQSAR_3663,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,0,0.024849981,0
6,gmtamesQSAR_3664,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,0,0.10756418,0
7,gmtamesQSAR_3668,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,0,0.09252244,0
8,gmtamesQSAR_3701,Cc1cc(C(=O)NNCc2ccccc2)no1,0,0.061973423,0
9,gmtamesQSAR_3703,CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCC(O)C1,0,0.09030008,0
10,gmtamesQSAR_3714,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@H]2CCCC[C@@H]21,0,0.10480142,0
11,gmtamesQSAR_3715,CC(=O)c1c(O)cc(C)oc1=O,0,0.075069845,0
12,gmtamesQSAR_3727,CC1=C(C(N)=O)[S+]([O-])CCO1,0,0.048457205,0
13,gmtamesQSAR_3734,COC(=O)C1=C(C)N=C(C)C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,0.103993684,0
14,gmtamesQSAR_3740,c1ccc(CSCc2ccccc2)cc1,0,0.07359722,0
15,gmtamesQSAR_3746,O=C(O)C1CS[C@H](c2ccccc2O)N1C(=O)CCSSCCC(=O)N1C(C(=O)O)CS[C@@H]1c1ccccc1O,0,0.0623309,0
16,gmtamesQSAR_3793,O=C1CCCCCCCCCCCCCCO1,0,0.08725396,0
17,gmtamesQSAR_3798,CCCC(=NOCC)C1C(=O)CC(C2CCCSC2)CC1=O,0,0.12724298,0
18,gmtamesQSAR_3819,Cc1nnc(-c2ccccc2)c(=O)n1N,0,0.07285407,0
19,gmtamesQSAR_3848,CN(C)CCN(Cc1ccsc1)c1ccccn1,0,0.07646242,0
20,gmtamesQSAR_3879,CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,0,0.10426444,0
21,gmtamesQSAR_3888,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,0,0.08210793,0
22,gmtamesQSAR_3892,CC1=NC(=N)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OC(C)C,0,0.8301983,1
