,id,y_true,prob_xgboost_seed_19_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,class_xgboost_seed_19_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6
0,665,0,0.0026876046,0
1,1227,0,0.031755235,0
2,193,0,0.17094055,0
3,658,0,0.02321744,0
4,1551,0,0.00528054,0
5,503,0,0.0028068665,0
6,431,0,0.002117731,0
7,160,1,0.99248695,1
8,1615,0,0.0018645445,0
9,1445,0,0.13790217,0
10,1602,0,0.03926624,0
11,1330,0,0.0023036473,0
12,1112,0,0.016973482,0
13,1325,0,0.026502337,0
14,386,0,0.0023579586,0
15,821,0,0.0022206425,0
16,945,0,0.006922688,0
17,567,0,0.010423231,0
18,5,0,0.03485753,0
19,670,1,0.99528354,1
20,1009,0,0.0012151287,0
21,884,1,0.88929963,1
22,1079,0,0.008181276,0
23,1086,0,0.70758635,1
24,1577,0,0.025493735,0
25,540,0,0.0020664276,0
26,776,0,0.0016127893,0
27,917,0,0.0017408396,0
28,1385,0,0.040586334,0
29,1541,1,0.031806115,0
30,1197,0,0.016499538,0
31,725,1,0.98411775,1
32,1366,0,0.011687814,0
33,795,0,0.031190123,0
34,1573,0,0.11714234,0
35,398,0,0.55539715,1
36,1594,0,0.0019807892,0
37,486,0,0.016652783,0
38,1262,0,0.004413305,0
39,575,1,0.93974715,1
40,1375,0,0.039097555,0
41,483,0,0.013455546,0
42,201,0,0.0040495927,0
43,1425,1,0.48064175,0
44,492,0,0.0850994,0
45,647,1,0.99449605,1
46,62,0,0.048691787,0
47,778,0,0.0017705279,0
48,708,0,0.073627286,0
49,960,0,0.0015792218,0
50,1345,0,0.0039653634,0
51,655,0,0.0017533862,0
52,1231,0,0.0018995039,0
53,69,0,0.04157816,0
54,1031,0,0.002412818,0
55,944,0,0.0035657028,0
56,714,0,0.0030376043,0
57,642,0,0.010431728,0
58,882,0,0.0012368631,0
59,1462,0,0.004698774,0
60,878,0,0.0021149768,0
61,293,0,0.047368743,0
62,578,0,0.0020990258,0
63,741,0,0.0042707743,0
64,728,1,0.9907306,1
65,218,0,0.0012344415,0
66,731,0,0.0014361583,0
67,100,0,0.0063651144,0
68,750,0,0.0075074863,0
69,1391,0,0.0044793813,0
70,536,0,0.0018683536,0
71,1014,0,0.028222242,0
72,92,1,0.00895611,0
73,946,0,0.0019261378,0
74,668,0,0.0028999338,0
75,1260,0,0.0009965152,0
76,764,0,0.009625971,0
77,1334,0,0.0038862333,0
78,773,0,0.007640214,0
79,1167,0,0.0034004576,0
80,204,0,0.03919885,0
81,1055,0,0.0034452525,0
82,1418,0,0.085518494,0
83,1190,0,0.002763477,0
84,1140,0,0.0012273986,0
85,435,0,0.008480438,0
86,176,0,0.93205607,1
87,363,0,0.0022177927,0
88,722,0,0.0014840036,0
89,368,0,0.0061895605,0
90,640,1,0.015068765,0
91,736,1,0.9399981,1
92,1041,0,0.08731365,0
93,870,0,0.0016052863,0
94,1286,0,0.005142926,0
95,654,0,0.0011378656,0
96,1101,0,0.016064188,0
97,967,0,0.0030305106,0
98,820,0,0.009482949,0
99,839,1,0.060999718,0
100,1428,0,0.22691353,0
101,152,0,0.0019393335,0
102,1404,0,0.2477498,0
103,1529,1,0.8028154,1
104,404,0,0.0025849554,0
105,1028,0,0.0039222552,0
106,1148,1,0.7003873,1
107,392,0,0.004815245,0
108,810,0,0.0062247957,0
109,76,0,0.0025443728,0
110,304,0,0.002295484,0
111,986,0,0.038291838,0
112,71,0,0.009724108,0
113,966,0,0.0065297643,0
114,911,0,0.0048591695,0
115,1131,0,0.0035387217,0
116,1440,0,0.009871574,0
117,898,0,0.017601388,0
118,1421,0,0.0062247957,0
119,576,0,0.01934453,0
120,1257,0,0.12511492,0
121,729,0,0.002572874,0
122,765,0,0.004610349,0
123,1185,0,0.0010314579,0
124,130,0,0.021559607,0
125,824,0,0.0020076872,0
