,id,y_true,prob_xgboost_seed_14_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,class_xgboost_seed_14_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6
0,175,0,0.47827,0
1,582,0,0.008993462,0
2,619,1,0.98467916,1
3,625,0,0.060433175,0
4,462,0,0.01650323,0
5,650,0,0.021405265,0
6,325,0,0.008865634,0
7,154,0,0.043492183,0
8,29,0,0.0061997646,0
9,377,0,0.16922404,0
10,761,0,0.017065182,0
11,748,0,0.0053255707,0
12,611,1,0.010781267,0
13,701,0,0.04725027,0
14,712,0,0.06669196,0
15,707,0,0.044908576,0
16,12,0,0.0036673795,0
17,791,1,0.12907986,0
18,634,1,0.721777,1
19,264,0,0.21068287,0
20,677,0,0.92105675,1
21,157,0,0.008567115,0
22,72,0,0.14067009,0
23,831,0,0.018237868,0
24,240,0,0.005704184,0
25,160,1,0.9730933,1
26,138,0,0.0093188435,0
27,63,0,0.007768644,0
28,28,0,0.010365872,0
29,178,0,0.03092576,0
30,519,0,0.011821901,0
31,158,0,0.024569454,0
32,540,0,0.015854562,0
33,463,1,0.5919436,1
34,776,0,0.050955597,0
35,593,0,0.097483344,0
36,614,0,0.008236823,0
37,561,0,0.0067399503,0
38,489,0,0.0072737467,0
39,147,0,0.0057149013,0
40,843,0,0.013948914,0
41,719,0,0.027735278,0
42,418,0,0.0038293612,0
43,548,1,0.96496695,1
44,346,0,0.58428305,1
45,42,0,0.055013157,0
46,420,0,0.004934114,0
47,174,0,0.011310666,0
48,562,0,0.06438894,0
49,202,0,0.023615837,0
50,566,0,0.061822653,0
51,36,0,0.00758587,0
52,396,0,0.022063093,0
53,409,0,0.024339542,0
54,360,0,0.021676265,0
55,303,1,0.987879,1
56,208,0,0.071746096,0
57,144,0,0.062197827,0
58,475,1,0.6012927,1
59,472,0,0.034463506,0
60,738,1,0.36307785,0
61,575,0,0.03682135,0
62,35,0,0.080689155,0
63,633,0,0.0036065287,0
64,564,1,0.08581275,0
65,13,0,0.006923003,0
66,653,0,0.010890472,0
67,391,0,0.0070647784,0
68,358,0,0.0062564053,0
69,286,0,0.040412076,0
70,148,0,0.061003756,0
71,840,1,0.98169506,1
72,488,0,0.01148317,0
73,321,0,0.019628445,0
74,382,0,0.008163149,0
75,722,0,0.014526934,0
76,484,0,0.0046549817,0
77,819,0,0.041414835,0
78,757,1,0.033322643,0
79,706,0,0.32033515,0
80,539,0,0.27377272,0
81,602,0,0.011150358,0
82,190,0,0.040124513,0
83,658,0,0.033309605,0
84,4,0,0.07228475,0
85,740,0,0.040922105,0
86,534,0,0.012138642,0
87,76,0,0.017373018,0
88,94,0,0.025726385,0
89,179,0,0.08884692,0
90,590,0,0.07318095,0
91,620,0,0.0891508,0
92,61,0,0.6535212,1
93,392,0,0.96967345,1
94,574,1,0.14234313,0
95,361,0,0.3708609,0
96,187,1,0.20932038,0
97,518,0,0.006929336,0
98,805,0,0.05523385,0
99,607,0,0.009667253,0
100,786,0,0.071938254,0
101,285,0,0.6765036,1
102,802,0,0.014882282,0
103,245,1,0.38456315,0
104,143,0,0.0048205787,0
105,66,0,0.038163394,0
106,259,0,0.036361333,0
107,60,1,0.10617762,0
108,458,0,0.08186438,0
109,196,0,0.23813367,0
110,312,0,0.0112564685,0
111,768,0,0.9393075,1
112,809,0,0.0614529,0
113,46,1,0.40154532,0
114,865,0,0.0031162081,0
115,169,0,0.090705924,0
116,231,0,0.016905798,0
117,296,0,0.040190063,0
118,115,1,0.97188044,1
119,638,0,0.007323936,0
120,223,0,0.023818359,0
121,62,1,0.9598576,1
122,0,0,0.046228882,0
123,182,0,0.025726385,0
124,352,0,0.11891475,0
125,769,0,0.042735662,0
126,385,0,0.13421805,0
127,254,1,0.5824039,1
128,543,0,0.07075807,0
129,68,0,0.009806996,0
130,663,0,0.01970364,0
131,413,0,0.009334308,0
132,291,0,0.005619434,0
133,436,0,0.44356278,0
134,417,0,0.0076199733,0
135,682,0,0.012679011,0
136,220,0,0.145311,0
137,118,0,0.0052514058,0
138,755,0,0.008222955,0
139,71,0,0.19842562,0
