,id,y_true,prob_xgboost_seed_0_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,class_xgboost_seed_0_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6
0,659,0,0.052851316,0
1,798,0,0.14503321,0
2,582,0,0.014855447,0
3,426,0,0.0024285147,0
4,289,0,0.015461224,0
5,619,1,0.9872076,1
6,338,0,0.009780933,0
7,154,0,0.03145242,0
8,137,0,0.0070925723,0
9,377,0,0.040024716,0
10,509,0,0.014569223,0
11,373,0,0.005886717,0
12,498,1,0.9267535,1
13,294,0,0.0049415478,0
14,703,0,0.016787576,0
15,335,0,0.012863753,0
16,102,0,0.015342735,0
17,246,0,0.033534173,0
18,826,0,0.005311243,0
19,240,0,0.0066696987,0
20,28,0,0.008378504,0
21,833,1,0.965493,1
22,519,0,0.0033293667,0
23,443,0,0.0018161867,0
24,623,0,0.016651105,0
25,776,0,0.050362576,0
26,799,0,0.008188139,0
27,614,0,0.028106026,0
28,313,1,0.93980247,1
29,104,0,0.05100296,0
30,428,0,0.04611808,0
31,319,0,0.0057421937,0
32,793,0,0.006216109,0
33,451,0,0.0043477826,0
34,167,0,0.008010402,0
35,843,0,0.007026163,0
36,93,0,0.022062898,0
37,368,0,0.013227047,0
38,233,0,0.0110463975,0
39,719,0,0.04694897,0
40,465,0,0.0019455475,0
41,67,0,0.017794428,0
42,788,0,0.14797185,0
43,202,0,0.007918016,0
44,302,0,0.009843999,0
45,482,0,0.02287315,0
46,493,0,0.043670736,0
47,452,0,0.020149192,0
48,3,0,0.1172166,0
49,594,1,0.023100141,0
50,853,0,0.053062376,0
51,255,0,0.06297088,0
52,851,0,0.16364634,0
53,35,0,0.012711028,0
54,564,1,0.17849325,0
55,45,0,0.007034261,0
56,148,0,0.033317868,0
57,211,0,0.018762603,0
58,180,0,0.025272284,0
59,825,0,0.0046007615,0
60,840,1,0.97731996,1
61,65,0,0.0027127955,0
62,531,0,0.0027171231,0
63,792,1,0.33000347,0
64,849,0,0.43623558,0
65,156,0,0.015953574,0
66,464,0,0.073856026,0
67,461,0,0.0051857387,0
68,449,1,0.9946497,1
69,17,0,0.009621454,0
70,763,1,0.0031104556,0
71,858,0,0.012367047,0
72,790,0,0.025922248,0
73,752,0,0.25507292,0
74,670,0,0.026129013,0
75,467,0,0.006384451,0
76,27,1,0.7811664,1
77,23,0,0.03964159,0
78,866,1,0.9044629,1
79,263,0,0.02465998,0
80,5,0,0.011759104,0
81,309,1,0.017332088,0
82,194,0,0.010411321,0
83,19,0,0.14293966,0
84,658,0,0.011375123,0
85,550,0,0.11606207,0
86,4,0,0.09373352,0
87,534,0,0.005605992,0
88,57,0,0.017413342,0
89,179,0,0.031177875,0
90,88,0,0.024119116,0
91,717,0,0.020437712,0
92,642,1,0.027682157,0
93,795,1,0.07045081,0
94,181,1,0.4441884,0
95,328,0,0.005808482,0
96,640,0,0.14722702,0
97,524,0,0.0049067046,0
98,771,1,0.035757456,0
99,343,0,0.069282815,0
100,676,0,0.035125095,0
101,349,0,0.009796528,0
102,607,0,0.009698671,0
103,490,0,0.0038339766,0
104,245,1,0.5219009,1
105,199,0,0.21687593,0
106,545,0,0.045002487,0
107,458,0,0.08267611,0
108,119,0,0.00930126,0
109,624,0,0.19716282,0
110,750,0,0.61463475,1
111,591,0,0.0016899373,0
112,69,0,0.0121299075,0
113,200,0,0.051381603,0
114,692,0,0.02246513,0
115,384,0,0.017784262,0
116,282,0,0.009033021,0
117,401,0,0.0031167264,0
118,579,1,0.99248695,1
119,374,0,0.021473879,0
120,43,0,0.0049415478,0
121,794,1,0.04015977,0
122,288,0,0.024804141,0
123,149,0,0.045618556,0
124,783,0,0.17341138,0
125,769,0,0.025372714,0
126,324,0,0.0046247765,0
127,142,0,0.009690956,0
128,543,0,0.476329,0
129,404,0,0.002169215,0
130,784,0,0.010843506,0
131,663,0,0.018236643,0
132,637,0,0.15962212,0
133,609,0,0.013907989,0
134,417,0,0.008156738,0
135,682,0,0.01564561,0
136,787,0,0.20068425,0
137,491,0,0.004157138,0
