,id,y_true,prob_lr_seed_5_skf_2_paras_22_C_100_weight_None_solver_lbfgs,class_lr_seed_5_skf_2_paras_22_C_100_weight_None_solver_lbfgs
0,742,0,1.1744234263528532e-06,0
1,249,0,0.003890562130432873,0
2,30,0,0.0356726373417453,0
3,714,0,0.020820315940585494,0
4,589,0,2.650688139985213e-07,0
5,523,0,0.1677871547362867,0
6,740,0,9.816577144552682e-05,0
7,52,0,6.140612081147092e-06,0
8,162,0,0.005823444316878098,0
9,549,1,0.9571268528065474,1
10,606,0,0.0017079631417243769,0
11,634,0,0.00010835503993292173,0
12,490,0,0.0005549675257994534,0
13,354,0,2.3011509325590714e-08,0
14,418,0,0.008679395839330781,0
15,97,0,0.0003500043534904645,0
16,288,1,0.47679811298761465,0
17,483,0,1.2380432457747676e-05,0
18,486,0,0.007438827176722919,0
19,43,0,0.000170632552806327,0
20,436,0,0.0003715441711607462,0
21,14,0,0.00010393908378703288,0
22,163,0,3.437141812004306e-10,0
23,598,0,2.730064400194282e-07,0
24,176,0,5.7018916181118405e-09,0
25,448,0,0.00010997741570777207,0
26,646,0,0.9473022309061271,1
27,687,0,0.11205829127382047,0
28,706,0,1.3810821503543313e-06,0
29,746,0,8.929540825106684e-06,0
30,488,0,0.008793735466145428,0
31,72,0,9.428417306590811e-07,0
32,411,0,0.019500114748929237,0
33,487,0,2.2720204529019165e-06,0
34,753,0,5.439276268273414e-07,0
35,686,0,0.026678245833418646,0
36,125,0,5.6724827077863846e-05,0
37,117,0,0.0008669098307672407,0
38,546,0,2.8123714870675644e-10,0
39,367,1,0.9208702160466387,1
40,399,0,7.327445321880052e-10,0
41,145,0,0.00046413253012646196,0
42,618,0,1.6759193938449468e-06,0
43,731,0,1.6024111212887055e-08,0
44,712,0,3.269556080935114e-05,0
45,445,0,0.003049740330999192,0
46,161,0,0.10092505691148386,0
47,630,1,0.9981591283432847,1
48,71,0,9.916083999388348e-06,0
49,516,1,0.9992199567109997,1
50,360,0,2.6701360388844788e-05,0
51,45,0,0.0014304183393864121,0
52,63,0,0.0004041411968801353,0
53,658,0,0.0018436915043714623,0
54,236,0,1.3008477403789882e-06,0
55,552,0,0.0364824375369415,0
56,312,0,0.0003111172013128784,0
57,472,0,0.14020696889245904,0
58,735,0,0.001791901716191381,0
59,129,1,0.15033780168504743,0
60,477,0,4.727358416099346e-07,0
61,447,0,0.030279185631936285,0
62,142,0,2.1641676880255217e-05,0
63,685,0,0.9463340807792558,1
64,426,0,0.05042050110676868,0
65,292,0,4.9549740830573284e-08,0
66,298,0,2.739184676807004e-06,0
67,699,0,0.004540175758113063,0
68,596,0,6.522895294435158e-05,0
69,238,0,3.8088225507919162e-06,0
70,587,0,1.040284061157775e-06,0
71,151,0,1.567935955608377e-05,0
72,471,0,0.0032141360854702856,0
73,137,0,0.06134126954953165,0
74,440,0,0.326012672175008,0
75,68,0,5.014503571869136e-06,0
76,257,0,1.5729425329215434e-07,0
77,569,0,4.740896961233507e-05,0
78,680,0,0.0012600796216239187,0
79,460,0,0.00040681491806867997,0
80,99,1,0.002705720036901031,0
81,535,0,0.0005233300974071883,0
82,721,1,0.02888803850413249,0
83,639,0,3.528070706913265e-11,0
84,239,0,0.002131476810455081,0
85,690,0,0.0004305145805694013,0
86,705,0,0.5664389402301727,1
87,512,0,1.3805064498318203e-07,0
88,144,1,0.9880174364338928,1
89,556,0,0.002131446918757935,0
90,631,0,0.08552765426322954,0
91,474,0,0.06236820380205341,0
92,458,0,7.67625582364989e-09,0
93,374,0,9.722393369599837e-05,0
94,573,0,0.016997345225591945,0
95,533,0,0.0002941374456738259,0
96,520,1,1.096322410969784e-05,0
97,664,0,2.78933929351654e-06,0
98,75,0,5.014503571869136e-06,0
99,603,1,0.04424710685231468,0
100,508,0,0.9058916790505044,1
101,287,0,2.8901521102318473e-06,0
102,484,1,0.6288540460669053,1
103,295,0,2.370916840056141e-05,0
104,328,0,5.435444500899073e-12,0
105,66,0,0.0486653003111262,0
106,384,0,1.064922011369785e-09,0
107,642,0,0.014829515829214417,0
108,245,0,0.0026611369346105657,0
109,654,1,0.700377211306736,1
110,577,0,0.9628504040101882,1
111,254,0,0.0022721640355515037,0
112,613,0,0.9999300638792372,1
113,661,0,0.3832364513838588,0
114,90,0,2.0175663143350422e-05,0
115,143,0,3.3464399749452057e-10,0
116,347,0,0.7325327346695496,1
117,611,0,0.01652131660064665,0
118,138,1,0.03309773647144077,0
119,389,0,9.493199678737044e-07,0
120,393,0,9.41782258480239e-12,0
