,id,y_true,prob_svm_seed_15_skf_2_paras_19_kernel_rbf_C_1_gamma_1,class_svm_seed_15_skf_2_paras_19_kernel_rbf_C_1_gamma_1
0,2839,1,0.9005398255775232,1
1,1846,0,0.04362595195133971,0
2,225,0,0.017576516250899062,0
3,543,0,0.07616789523459538,0
4,457,0,0.555100488816586,1
5,2782,0,0.061065667077923075,0
6,3843,0,0.09878175410945006,0
7,2195,0,0.05506288666621172,0
8,522,0,0.16308491099720707,0
9,846,1,0.8709676772291643,1
10,843,0,0.04168538821525719,0
11,3240,0,0.6464462448884203,1
12,2164,1,0.8992886061500858,1
13,2800,1,0.8766722992022139,1
14,121,0,0.04985313012988811,0
15,1786,0,0.04884053922919038,0
16,4766,1,0.3674057508933521,0
17,278,1,0.8114295602734519,1
18,3283,0,0.04822929593558387,0
19,946,0,0.08255351583349507,0
20,3072,1,0.20728754553362955,0
21,1036,0,0.04556374709162593,0
22,68,1,0.872615067411417,1
23,3728,0,0.06178557259606996,0
24,3997,1,0.1295854393366289,0
25,1962,0,0.15030274338109076,0
26,417,0,0.03860542989251924,0
27,3316,0,0.06636216405437632,0
28,1190,0,0.039042285627450046,0
29,2576,0,0.06010574733499492,0
30,219,1,0.7313087295645372,1
31,3783,0,0.03226549076745936,0
32,360,0,0.032131317058086716,0
33,2836,0,0.056907621703006735,0
34,1412,0,0.02993927656141711,0
35,1228,0,0.06138446080966638,0
36,2326,1,0.08481417321161162,0
37,2402,0,0.04645431897931201,0
38,130,1,0.5791895590115603,1
39,4120,0,0.08068200854253944,0
40,1323,0,0.0733763429672141,0
41,207,0,0.07404590426938802,0
42,3846,0,0.06934219945132737,0
43,1632,0,0.41771301440340275,0
44,3919,0,0.12136008856819674,0
45,2963,0,0.0830266244784,0
46,1897,1,0.8993285358970016,1
47,1981,0,0.07952976593102953,0
48,593,0,0.07792017939019222,0
49,2330,0,0.14844822968744745,0
50,1506,0,0.043831636614507195,0
51,4316,1,0.8394343846817383,1
52,2138,0,0.9037380818591988,1
53,3967,0,0.039801642535775145,0
54,3466,0,0.24610304804576713,0
55,3842,1,0.8355654277636385,1
56,65,0,0.06117316044010772,0
57,4858,0,0.04926073246441284,0
58,1880,0,0.07825354189750447,0
59,1914,1,0.9259766554179719,1
60,254,0,0.042633760305161715,0
61,3712,0,0.11147720602003829,0
62,2424,0,0.06721113150730745,0
63,972,0,0.04532738565228073,0
64,4951,0,0.08193291666218824,0
65,3312,1,0.9033402302312686,1
66,2180,0,0.023593767081190306,0
67,2213,0,0.25586564255074773,0
68,774,1,0.8733295911122715,1
69,252,0,0.017520286367945014,0
70,3116,1,0.9073903114385068,1
71,2470,0,0.08651270563322784,0
72,1282,0,0.8743880335124339,1
73,3015,0,0.022672438354321357,0
74,349,0,0.05067487504195764,0
75,4452,0,0.08291388935492638,0
76,1641,0,0.05086893647385526,0
77,3339,0,0.04120271354427418,0
78,2519,0,0.05449664665922815,0
79,2399,0,0.22051689146945086,0
80,4415,0,0.03296100601064111,0
81,4187,0,0.08158194441899048,0
82,1376,0,0.1277130187241633,0
83,3495,0,0.12312672743069121,0
84,1042,0,0.7544906609534993,1
85,1717,0,0.06006515420232784,0
86,3097,0,0.11546470701609932,0
87,4321,0,0.09854537522060346,0
88,4294,1,0.5714619288947165,1
89,2446,0,0.06124015753582963,0
90,403,0,0.04412742053759703,0
91,4875,1,0.9282599958852394,1
92,503,0,0.05073561555622687,0
93,2141,0,0.04766071220999756,0
94,150,0,0.0245259723523738,0
95,30,0,0.12182028730709679,0
96,1660,0,0.06276757609463346,0
97,2396,0,0.04412150793716845,0
98,4144,1,0.04662382076809565,0
99,1203,0,0.03406135361427427,0
100,3157,0,0.033617025241918216,0
101,4086,0,0.04584726242922661,0
102,452,0,0.031217202811950045,0
103,3454,0,0.3032354414166726,0
104,1390,1,0.8401846930226805,1
105,2247,1,0.8668085704164676,1
106,3276,0,0.9432526338674904,1
107,214,0,0.0181480516672963,0
108,986,0,0.05713511495912657,0
109,3953,0,0.061067605170117834,0
110,158,0,0.0795188239056802,0
111,1972,1,0.8571906315200083,1
112,1180,0,0.09164676084536495,0
113,3662,0,0.05680595072091168,0
114,2240,0,0.058433181359676074,0
115,1867,0,0.03958619648468896,0
116,526,1,0.8769726003632086,1
117,2850,0,0.05472992640759548,0
118,1548,0,0.1146950796788765,0
119,203,1,0.8248456800568791,1
120,4800,0,0.09346786817455449,0
121,1672,0,0.06453779103074354,0
122,4939,1,0.4787841921086462,0
123,769,0,0.08733913179223425,0
124,2025,1,0.8338688370329043,1
125,4037,0,0.061100538260750036,0
126,2142,0,0.5,0
127,4139,0,0.045119552841645365,0
128,4041,0,0.08093305838417214,0
129,3352,0,0.044555023026445796,0
130,2087,1,0.09530073059718967,0
131,2965,0,0.45272019472176916,0
132,2268,0,0.10712427679613763,0
133,2252,0,0.11041651881542179,0
134,2106,1,0.6666135478180617,1
135,909,1,0.06041362837831027,0
136,4738,1,0.0774961453894722,0
137,3552,1,0.9124472018821397,1
138,4563,0,0.07127739664191103,0
139,3333,0,0.044159372139716914,0
140,2777,0,0.057126018215187244,0
141,4280,1,0.09283383912600156,0
142,139,0,0.08551017897063712,0
143,2851,1,0.8887204852175526,1
144,4044,0,0.05990449173398013,0
145,1265,0,0.08291265448035451,0
146,2221,0,0.06208420377982883,0
147,1765,0,0.09953860680193237,0
148,364,1,0.3561424750241605,0
149,4777,0,0.04725475033241231,0
150,4949,0,0.0720613187317703,0
151,2408,0,0.05333010528719151,0
152,3186,0,0.06168837467944021,0
153,21,0,0.05684540021791909,0
154,2254,1,0.8989328406865538,1
155,1066,0,0.15723831047655676,0
156,4393,0,0.08097375263641686,0
157,3087,0,0.03580872921828893,0
158,4025,0,0.0730560181830448,0
159,4883,0,0.07033819514581893,0
160,2717,0,0.03524586223479984,0
161,3860,0,0.07054849490885186,0
162,638,0,0.1526341000782793,0
163,964,1,0.8953306472408458,1
164,2459,0,0.416641377888512,0
165,41,0,0.0757191074348424,0
166,2385,0,0.04443900505544813,0
167,1882,0,0.013968258808133469,0
168,1764,1,0.899199800148695,1
169,4847,0,0.07144269934581697,0
170,406,0,0.08191862044700571,0
171,1132,0,0.04731662295474898,0
172,4672,0,0.08291265704308945,0
173,1416,0,0.1761706184210382,0
174,4783,0,0.28358198491836706,0
175,2445,0,0.07673528707242802,0
176,3910,1,0.15415492767584738,0
177,1868,0,0.060904687890897674,0
178,3563,0,0.13076443312115552,0
179,4487,0,0.05333827848925576,0
180,2864,1,0.8992296319754345,1
181,2063,0,0.04230381003719004,0
182,4342,0,0.03445755332178561,0
183,229,0,0.07732370770770146,0
184,3486,0,0.08314859200827443,0
185,3079,0,0.05476427236088154,0
186,4628,0,0.05534169618751078,0
187,3594,1,0.3128166680893867,0
188,3536,0,0.056791313244513704,0
189,162,1,0.4199923683244631,0
190,3912,0,0.06145803310126733,0
191,3909,0,0.0647031765719487,0
192,808,0,0.07280706651151547,0
193,2237,0,0.046653876526585834,0
194,1296,0,0.15789577062650875,0
195,4424,0,0.04410278423140631,0
196,3656,0,0.7212811627522695,1
197,4888,0,0.07726867436863788,0
198,4630,0,0.043800492915716055,0
199,2966,0,0.08319905036066051,0
200,1350,0,0.7046678133749932,1
201,2736,0,0.06422577410755739,0
202,1698,0,0.03603260056101789,0
203,4591,0,0.05867072762477956,0
204,4431,0,0.07514617790973496,0
205,3325,1,0.8880345630205438,1
206,1034,0,0.0803926892634461,0
207,4002,0,0.0334236378415051,0
208,3706,0,0.5488684084838973,1
209,4448,1,0.10431389544455222,0
210,3204,0,0.08289598028018623,0
211,4802,1,0.08134644519358603,0
212,4502,1,0.8658507538473444,1
213,4213,1,0.23400284759722115,0
214,2995,1,0.9512465941056479,1
215,881,0,0.06804726436223343,0
216,2537,0,0.07086775422707153,0
217,122,0,0.2328755308052271,0
218,1179,1,0.8948494824244144,1
219,2265,1,0.9178140577082852,1
220,1639,1,0.9394365222944471,1
221,4764,0,0.0673849105696772,0
222,3337,0,0.04255462177833295,0
223,3613,0,0.05447395860797066,0
224,1762,0,0.10523812875777236,0
225,836,0,0.05207659362861261,0
226,4923,1,0.17843562645302177,0
227,1893,0,0.05059417949092711,0
228,1711,1,0.9038554264271319,1
229,2570,1,0.4442508736867679,0
230,4635,1,0.14698103244529484,0
231,4646,0,0.07281507332045059,0
232,4328,0,0.07690859419851868,0
233,3657,1,0.9352040422731196,1
234,4386,1,0.08968982392201535,0
235,465,0,0.07695198825883913,0
236,2191,0,0.05691510869385187,0
