,id,y_true,prob_svm_seed_15_skf_1_paras_19_kernel_rbf_C_1_gamma_1,class_svm_seed_15_skf_1_paras_19_kernel_rbf_C_1_gamma_1
0,1762,0,0.02854099573560538,0
1,534,0,0.024351440282752945,0
2,0,0,0.026669992917008695,0
3,310,0,0.029419246983515952,0
4,92,0,0.02654604981332505,0
5,170,0,0.0365929236060538,0
6,2333,1,0.5396141005637635,1
7,2739,0,0.03432372880381482,0
8,1143,0,0.03288712438386251,0
9,342,1,0.04356625468888786,0
10,2452,0,0.029970080462485133,0
11,598,0,0.029050012183718037,0
12,1083,0,0.024905485885038926,0
13,110,0,0.03279115524563603,0
14,1085,1,0.23166102524298945,0
15,1201,1,0.41822722033832666,0
16,458,0,0.02778198153087393,0
17,2181,0,0.034702348706340536,0
18,1889,1,0.1346307737379781,0
19,2602,0,0.03230055169846515,0
20,670,0,0.03875574896747351,0
21,202,0,0.025716917483942656,0
22,2134,0,0.03008431097298148,0
23,2568,0,0.0356153132954852,0
24,488,0,0.0217761495758999,0
25,219,0,0.031726464974341895,0
26,2445,0,0.0405145190139845,0
27,2802,0,0.03503686517767825,0
28,510,0,0.04086966518933407,0
29,850,0,0.030404373108881732,0
30,2112,0,0.029638566839429822,0
31,2110,0,0.014561947019145394,0
32,1819,0,0.02992212005999972,0
33,2839,0,0.04009025513808912,0
34,685,0,0.586467407010616,1
35,1406,0,0.039314991957068196,0
36,1690,0,0.040784201344381404,0
37,1758,0,0.034110287360717584,0
38,681,0,0.03194323225125303,0
39,2888,0,0.03023390036419753,0
40,483,0,0.026796022008233354,0
41,2068,0,0.0389673497655573,0
42,672,0,0.030500456077289743,0
43,653,0,0.03252129403606556,0
44,1343,0,0.03413396044041374,0
45,2417,0,0.04123688960418904,0
46,68,0,0.04487099592282853,0
47,2668,0,0.032135455616288486,0
48,1001,0,0.04218364758683776,0
49,2315,0,0.0413649409795478,0
50,2178,0,0.026641859775000564,0
51,2121,1,0.9230770214465124,1
52,2748,0,0.03504965921362524,0
53,2820,0,0.02572055902358229,0
54,2228,0,0.01847213473017178,0
55,2697,0,0.04080375589445963,0
56,1950,0,0.02098233313308732,0
57,2361,0,0.03763525476518655,0
58,1544,0,0.03473908812098959,0
59,182,0,0.027963008592368277,0
60,1294,0,0.02430623068610928,0
61,840,0,0.033275803067157536,0
62,343,0,0.02493973185205761,0
63,398,0,0.07221187037677428,0
64,143,0,0.03223372874413871,0
65,1670,0,0.025716917483942656,0
66,790,0,0.03996440722446449,0
67,2825,0,0.04167231226627896,0
68,2016,0,0.04842541373833312,0
69,204,0,0.02626236897971892,0
70,2600,0,0.04344285231931007,0
71,440,0,0.03304630443005653,0
72,2366,0,0.048093454896957856,0
73,827,0,0.028384671146583676,0
74,2337,0,0.03405239602592535,0
75,215,0,0.02665570076480057,0
76,1486,0,0.043452647068509126,0
77,2652,0,0.030722346587544126,0
78,1292,0,0.029239143791756197,0
79,2046,0,0.025712189845223225,0
80,424,0,0.02252171313628879,0
81,2334,0,0.028967872335678723,0
82,2453,0,0.030034266024254328,0
83,1870,0,0.029475964023821077,0
84,2406,0,0.040123456837387085,0
85,1103,0,0.047278375278929655,0
86,2076,0,0.0408273457415006,0
87,14,0,0.03203891050110606,0
88,2145,1,0.4391855147972983,0
89,1617,0,0.03377067723287313,0
90,1444,0,0.026467759235646166,0
91,647,0,0.04216002012845926,0
92,1549,0,0.031967129267199336,0
93,2218,0,0.05597874495400763,0
94,466,0,0.03274559557023651,0
95,87,0,0.032661329695502776,0
96,792,0,0.04257452535990366,0
97,2064,0,0.02195721359763546,0
98,663,0,0.03964372776643488,0
99,208,0,0.04217642720863317,0
100,976,0,0.01576119471482438,0
101,240,0,0.06025915295965283,0
102,2433,0,0.04196537683370455,0
103,2377,0,0.0817452487006519,0
104,1479,0,0.025750307057123226,0
105,2674,0,0.03666853982710889,0
106,2565,0,0.04210702318991207,0
107,1514,0,0.031272310197373185,0
108,719,0,0.02608796437813824,0
109,2785,1,0.01372037968343024,0
110,432,0,0.039536330813548334,0
111,1174,0,0.042182916861716234,0
112,2309,0,0.025731444396696897,0
113,2849,0,0.03247629682372431,0
114,2220,0,0.035445897332503716,0
115,82,0,0.0412640643478149,0
116,351,0,0.03768893599606728,0
117,1999,0,0.0244432864471615,0
118,785,0,0.04440238335867724,0
119,1443,0,0.018328601370411368,0
120,2760,0,0.08323784385862715,0
121,920,0,0.10097259276761278,0
122,255,0,0.021796425072720636,0
123,2773,0,0.04215672210345923,0
124,890,0,0.017141522941670467,0
125,2761,0,0.03177398379787496,0
126,2500,0,0.03659281081960464,0
127,2240,0,0.04278486622248607,0
128,583,0,0.04223410465849036,0
129,2517,1,0.05870962720426597,0
130,997,1,0.8685893855386321,1
131,218,0,0.029024708074449287,0
132,33,0,0.048088037263592245,0
133,2710,0,0.03642433680575697,0
134,1907,0,0.03779317266967634,0
135,1460,0,0.025726937355629836,0
136,2291,0,0.02588608945323158,0
137,2232,1,0.8901293532658052,1
138,1370,1,0.33028823956885206,0
139,461,0,0.025445442995750626,0
140,2341,0,0.028356349607124742,0
141,2690,0,0.04271598155571017,0
142,1638,0,0.02973964194077101,0
143,396,0,0.04218351756875134,0
144,438,0,0.02184147621356084,0
145,646,0,0.028885293578001413,0
146,2504,0,0.03577473752279039,0
147,463,0,0.04037968053537155,0
148,2403,0,0.04615770793004631,0
149,2567,0,0.02935662304514221,0
150,2887,0,0.03215620532862451,0
151,375,0,0.024130020003628044,0
152,886,0,0.03588181604274923,0
153,2058,0,0.018409239409563145,0
154,1340,0,0.03591770149346265,0
155,383,0,0.021124352083508602,0
156,2224,0,0.026865803608839403,0
157,217,0,0.027094241583819928,0
158,224,0,0.03535798025639767,0
159,274,0,0.025714819270952524,0
160,1257,0,0.020276416787818337,0
161,2278,0,0.040807591912995364,0
162,401,0,0.03400726650337421,0
163,2404,0,0.042183589748910955,0
164,1150,0,0.03681579553331969,0
165,1407,0,0.3344562227588594,0
166,256,0,0.026562832628767245,0
167,1667,0,0.029747417350135405,0
168,2109,0,0.026038932449337887,0
169,2390,0,0.025722022033749164,0
170,501,1,0.8332194970372587,1
171,2330,0,0.042063120225893584,0
172,1812,0,0.029506465833338012,0
173,2426,0,0.026897588381622935,0
174,1668,0,0.026124050664241588,0
175,377,1,0.528444938012742,1
176,2801,0,0.054334362023782494,0
177,2187,1,0.3648317842106806,0
178,1711,0,0.029807917663036216,0
179,1369,0,0.019037296672230544,0
180,2276,0,0.05511451221106912,0
181,1060,0,0.07051773091818873,0
182,348,0,0.03520345447590639,0
183,1843,0,0.058555257768519144,0
184,1319,0,0.21666296303156707,0
185,2742,0,0.03891565532764498,0
186,2387,0,0.06051497519916196,0
