,id,y_true,prob_lr_seed_3_skf_3_paras_22_C_100_weight_None_solver_lbfgs,class_lr_seed_3_skf_3_paras_22_C_100_weight_None_solver_lbfgs
0,1592,0,2.4724664633135856e-05,0
1,897,1,0.9950309050093014,1
2,139,0,0.1393718753904515,0
3,1094,0,0.000999556925519093,0
4,2419,0,1.6224441341174917e-07,0
5,1469,0,0.015943282763052846,0
6,2708,0,0.001539317549985419,0
7,1913,0,4.9985844191133076e-08,0
8,217,1,0.7444365825233459,1
9,2169,0,1.7660927228188216e-08,0
10,236,0,1.3334170888470191e-06,0
11,2334,0,0.01619932541447767,0
12,2422,0,0.010843350898043733,0
13,1649,0,0.00022008893919476757,0
14,644,1,0.04020663949052384,0
15,280,0,0.0008320320145289657,0
16,1959,0,3.871886909271303e-15,0
17,972,0,4.228199561869545e-05,0
18,2004,0,2.8521668637621715e-08,0
19,1642,0,5.775560467119034e-06,0
20,1369,0,0.07931319727387749,0
21,1295,0,0.3219577501366428,0
22,1133,0,1.93956890200403e-05,0
23,1866,0,0.00042058323329137616,0
24,739,0,3.1840613732927455e-05,0
25,470,0,0.008330595064875847,0
26,198,0,3.624611997235974e-05,0
27,543,0,0.04013982456681466,0
28,2314,0,0.20593227429545446,0
29,2544,0,0.0011121946839074673,0
30,1560,0,0.0037577939303713374,0
31,2528,0,0.282319538513302,0
32,1483,0,4.710863062941467e-05,0
33,1609,0,0.10230301800463149,0
34,1033,0,3.133535563053078e-06,0
35,679,0,9.592671226286402e-05,0
36,1384,1,0.996678316248612,1
37,545,1,0.04869705278181507,0
38,2429,0,0.0008333446267463756,0
39,276,0,5.219997697142126e-05,0
40,145,0,0.016754634741214098,0
41,2614,0,2.768034402428442e-05,0
42,369,0,0.00024265346080769206,0
43,2207,0,0.5844693502892988,1
44,167,0,4.300197532683337e-05,0
45,2717,0,0.2210920436173271,0
46,534,0,0.002733740871414608,0
47,286,0,1.2610271837154962e-05,0
48,1515,0,3.769493604452994e-07,0
49,255,0,0.00040519398159471055,0
50,2058,0,0.010017429283591374,0
51,1860,0,1.9915498520370216e-05,0
52,596,0,0.41777407181048354,0
53,1371,1,0.9997003530669327,1
54,1445,0,0.13284605474933744,0
55,2488,0,0.0011570140956917053,0
56,846,0,4.1818597256558246e-09,0
57,1880,0,2.702527526273381e-05,0
58,1582,0,0.023852294324038,0
59,62,0,0.2096883143670475,0
60,70,0,0.002121646618343186,0
61,1475,1,0.8052053030965125,1
62,2179,0,1.7927473669803105e-11,0
63,1180,0,2.0321885427747252e-08,0
64,1553,0,0.0006221639003748342,0
65,1809,0,1.2252101344212745e-09,0
66,958,0,0.000313329765359397,0
67,1084,0,0.004775425178692859,0
68,295,0,0.016558260643328153,0
69,25,0,0.012013443244717367,0
70,2012,0,0.0003635539937891022,0
71,530,1,0.031808756851725156,0
72,649,0,0.5914719631405911,1
73,56,0,0.00010126084545872228,0
74,844,0,2.498921774695266e-06,0
